Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
GKN2	"blottin, BRICD1B, GDDR, PRO813, TFIZ1, VLTI465"	ENSG00000183607	"Gastrokine 2"	Q86XP6	2	68945232-68952893	"Predicted secreted proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	57	"stomach 1: 4488.5"	"Cell type enriched"	"Detected in some"	5	"Gastric mucus-secreting cells: 2368.8"	"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	33	"Lung Adenocarcinoma (TCGA): 30.6;Stomach Adenocarcinoma (TCGA): 116.9"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	5	"ovarian cancer: 3.0;pancreatic cancer: 4.6;prostate cancer: 1.8;thyroid cancer: 4.3"	"Lung - Alveolar cells type 2, Stomach - Gastric mucous cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA057765	Enhanced				"Secreted to digestive system"	"No annotated function"	NA	NA				"Cluster 48: Stomach - Proteolysis"		"Cluster 15: Kidney cancer - Membrane components"	"Cluster 46: Gastric mucus-secreting cells - Digestion"	1			"HPA057765: AB_2683520"																"unprognostic (2.45e-2)"	"unprognostic (9.23e-3)"	"unprognostic (7.82e-3)"	"unprognostic (5.28e-2)"			"unprognostic (1.10e-4)"						"unprognostic (2.85e-1)"			
CLDN18	SFTPJ	ENSG00000066405	"Claudin 18"	P56856	3	137998735-138033655	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	51	"lung: 244.4;stomach 1: 706.2"	"Group enriched"	"Detected in some"	32	"Alveolar cells type 1: 661.9;Alveolar cells type 2: 361.3;Gastric mucus-secreting cells: 1092.4"	"Cell type enhanced"	"Detected in many"		"ependymal cell: 12.9"	"Group enriched"	"Detected in some"	7	"Pancreatic Adenocarcinoma (TCGA): 147.1;Stomach Adenocarcinoma (TCGA): 234.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Gastric cancer: 17.9;pancreatic cancer: 12.4"	"Lung - Alveolar cells type 1, Stomach - Gastric mucous cells, Testis - Spermatocytes"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"CAB013010, CAB013243, HPA018446"	Enhanced		Approved	"Cell Junctions"			NA	NA				"Cluster 48: Stomach - Proteolysis"	"Cluster 17: Choroid plexus - Cilium"	"Cluster 2: Mucus-secreting cells - Unknown function"	"Cluster 45: Non-specific - Mixed function"	2	"Cell Junctions"		"CAB013010: AB_2533382, CAB013243: AB_2533383, HPA018446: AB_2669866"			"unprognostic (1.94e-2)"		"unprognostic (1.08e-1)"	"unprognostic (4.42e-1)"									"unprognostic (4.42e-2)"	"unprognostic (1.49e-3)"	"unprognostic (9.79e-2)"	"unprognostic (1.06e-2)"	"unprognostic (2.55e-1)"			"unprognostic (3.21e-2)"	"unprognostic (7.49e-4)"		"unprognostic (2.76e-2)"	"unprognostic (1.39e-1)"		"unprognostic (2.45e-1)"			
TFF1	"BCEI, D21S21, HP1.A, HPS2, pNR-2, pS2"	ENSG00000160182	"Trefoil factor 1"	P04155	21	42362282-42366535	"Cancer-related genes, Plasma proteins, Predicted secreted proteins"		"Growth factor"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	48	"stomach 1: 7747.8"	"Group enriched"	"Detected in many"	8	"Gastric mucus-secreting cells: 10966.3;Intestinal goblet cells: 2798.0"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Pancreatic Adenocarcinoma (TCGA): 1520.5;Stomach Adenocarcinoma (TCGA): 1201.9"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	10	"breast cancer: 1444.6"	"Colon - Colon enterocytes, Minor Salivary Gland - Minor salivary glandular cells, Pancreas - Ductal cells, Stomach - Gastric mucous cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"CAB002170, HPA003425"	Enhanced				"Secreted to digestive system"	"Growth factor"	NA	NA		1400000		"Cluster 48: Stomach - Proteolysis"		"Cluster 27: Breast cancer - Unknown function"	"Cluster 45: Non-specific - Mixed function"	9			"CAB002170: AB_563985, HPA003425: AB_1848260"	"unprognostic (4.46e-2)"	"unprognostic (1.63e-3)"	"unprognostic (4.07e-2)"	"unprognostic (2.16e-1)"	"unprognostic (2.57e-2)"	"unprognostic (4.40e-2)"			"unprognostic (4.40e-1)"					"unprognostic (2.78e-3)"	"unprognostic (5.59e-4)"	"unprognostic (1.50e-3)"	"unprognostic (2.55e-1)"	"unprognostic (4.47e-2)"		"unprognostic (2.81e-1)"		"unprognostic (1.75e-1)"	"unprognostic (1.18e-2)"	"unprognostic (8.29e-2)"	"unprognostic (1.56e-1)"	"unprognostic (2.68e-3)"		"unprognostic (1.53e-1)"	"unprognostic (8.82e-2)"		"unprognostic (3.54e-1)"
PGC		ENSG00000096088	Progastricsin	P20142	6	41736711-41754109	"Cancer-related genes, Enzymes, Predicted intracellular proteins, Predicted secreted proteins, Transporters"	Digestion	"Aspartyl protease, Hydrolase, Protease"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	45	"stomach 1: 58186.3"	"Group enriched"	"Detected in some"	4	"Basal prostatic cells: 2414.1;Gastric mucus-secreting cells: 6176.1"	"Cell type enhanced"	"Detected in single"		"deep-layer near-projecting: 1.1"	"Group enriched"	"Detected in many"	5	"Lung Adenocarcinoma (TCGA): 1498.3;Stomach Adenocarcinoma (TCGA): 1851.8"	"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	13	"Gastric cancer: 347.9"	"Lung - Alveolar cells type 2, Stomach - Chief cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA031717, HPA031718"	Enhanced		Approved	Nucleoplasm	"Secreted to digestive system"	Enzyme	NA	NA		490000		"Cluster 48: Stomach - Proteolysis"	"Cluster 2: Neurons - Nucleosome"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 3: Basal prostatic cells - Lipid metabolism"		Nucleoplasm		"HPA031717: AB_10670130, HPA031718: AB_10610148"	"unprognostic (5.78e-2)"	"unprognostic (2.94e-2)"	"unprognostic (1.58e-1)"	"unprognostic (1.48e-1)"	"unprognostic (2.96e-1)"	"unprognostic (9.27e-2)"								"unprognostic (3.06e-2)"	"unprognostic (2.43e-2)"	"unprognostic (2.34e-3)"	"unprognostic (9.97e-3)"	"unprognostic (2.66e-2)"	"unprognostic (3.45e-1)"			"unprognostic (8.51e-2)"	"unprognostic (4.74e-3)"	"unprognostic (2.96e-1)"	"unprognostic (5.44e-2)"	"unprognostic (4.51e-2)"		"unprognostic (2.90e-1)"			
KCNE2	"LQT6, MiRP1"	ENSG00000159197	"Potassium voltage-gated channel subfamily E regulatory subunit 2"	Q9Y6J6	21	34364006-34371381	"Disease related genes, Human disease related genes, Predicted membrane proteins"	"Ion transport, Potassium transport, Transport"	"Ion channel, Potassium channel, Voltage-gated channel"	"Atrial fibrillation, Disease variant, Long QT syndrome"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	44	"stomach 1: 307.7"	"Cell type enriched"	"Detected in some"	4	"Gastric mucus-secreting cells: 136.2"	"Low cell type specificity"	"Detected in many"			"Cancer enriched"	"Detected in some"	4	"Stomach Adenocarcinoma (TCGA): 4.3"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in single"			"Testis - Early spermatids, Testis - Late spermatids"	"Region enhanced"	"Detected in many"		"pons and medulla: 29.0"	"Not detected"	"Not detected"			"HPA029706, HPA051553"	Enhanced						NA	NA				"Cluster 48: Stomach - Proteolysis"	"Cluster 1: Neurons - Mixed function"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 46: Gastric mucus-secreting cells - Digestion"	1			"HPA029706: AB_2673159, HPA051553: AB_2681532"			"unprognostic (2.02e-1)"				"unprognostic (1.16e-1)"										"unprognostic (2.16e-2)"			"unprognostic (2.10e-1)"	"unprognostic (2.25e-1)"							"unprognostic (3.15e-1)"			
DAZ4		ENSG00000205916	"Deleted in azoospermia 4"	Q86SG3	Y	24833843-24907040	"Disease related genes, Predicted intracellular proteins"	"Differentiation, Spermatogenesis"	"Developmental protein, RNA-binding"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	40	"stomach 1: 25.2;testis: 11.2"	"Cell type enriched"	"Detected in single"	17	"Gastric mucus-secreting cells: 1.8"					"Cancer enhanced"	"Detected in some"		"Stomach Adenocarcinoma (TCGA): 3.4"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Gastric cancer: 7.2;Myeloma: 15.5;Neuroblastoma: 10.3"										HPA047113	Approved						NA	NA				"Cluster 46: Testis - Spermatogenesis"		"Cluster 20: Myeloma - Immune response"	"Cluster 46: Gastric mucus-secreting cells - Digestion"				"HPA047113: AB_2679936"																		"unprognostic (4.41e-2)"										"unprognostic (3.85e-2)"			
CCKBR		ENSG00000110148	"Cholecystokinin B receptor"	P32239	11	6259806-6272127	"Cancer-related genes, FDA approved drug targets, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	31	"brain: 20.8;pancreas: 26.2;stomach 1: 40.8"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 14.1;Gastric mucus-secreting cells: 15.3;Granulosa cells: 17.1;Inhibitory neurons: 3.9"	"Low cell type specificity"	"Detected in many"			"Cancer enriched"	"Detected in some"	9	"Testicular Germ Cell Tumor (TCGA): 19.3"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	6	"Rhabdoid: 2.5;testis cancer: 9.7"	"Stomach - Parietal cells"	"Low region specificity"	"Detected in many"							HPA079548			Uncertain	"Vesicles,Plasma membrane"			NA	NA				"Cluster 32: Endocrine & Neural - Unknown function"	"Cluster 53: Neurons - Mixed function"	"Cluster 34: Testis cancer - Unknown function"	"Cluster 34: Neurons - Neuronal signaling"	7	Vesicles	"Plasma membrane"	"HPA079548: "			"unprognostic (3.00e-2)"																	"unprognostic (1.56e-1)"		"unprognostic (2.61e-2)"							"unprognostic (5.48e-1)"		"unprognostic (2.89e-2)"
CHIA	"AMCase, CHIT2, TSA1902"	ENSG00000134216	"Chitinase acidic"	Q9BZP6	1	111290851-111320566	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Apoptosis, Carbohydrate metabolism, Chitin degradation, Immunity, Inflammatory response, Polysaccharide degradation"	"Glycosidase, Hydrolase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	31	"stomach 1: 318.6"	"Group enriched"	"Detected in some"	6	"Alveolar cells type 2: 11.6;Glandular and luminal cells: 3.9;Late spermatids: 6.4"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Lung Adenocarcinoma (TCGA): 14.9"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Lung - Alveolar cells type 2, Pituitary gland - Corticotropes, Stomach - Chief cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA059193	Approved				"Intracellular and membrane"	Immunity	NA	NA				"Cluster 48: Stomach - Proteolysis"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 72: Alveolar cells - Lung function"	3			"HPA059193: AB_2683942"										"unprognostic (3.77e-1)"						"unprognostic (3.24e-4)"	"unprognostic (2.21e-2)"											"unprognostic (1.16e-1)"		"unprognostic (1.81e-2)"	"unprognostic (2.10e-2)"
ADH1C	ADH3	ENSG00000248144	"Alcohol dehydrogenase 1C (class I), gamma polypeptide"	P00326	4	99336497-99352746	"Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"		Oxidoreductase	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	21	"intestine: 581.0;liver: 1997.6;stomach 1: 555.8"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 230.3;Enteroendocrine cells: 216.1;Exocrine glandular cells: 344.5;Gastric mucus-secreting cells: 669.1;Hepatocytes: 514.4;Undifferentiated cells: 339.5"	"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	7	"Liver Hepatocellular Carcinoma (TCGA): 394.0"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"liver cancer: 53.7"	"Liver - Hepatocytes, Minor Salivary Gland - Minor salivary gland ductal cells, Stomach - Gastric mucous cells"									"HPA047814, HPA060902"	Supported		Approved	"Nucleoplasm,Plasma membrane,Primary cilium,Primary cilium transition zone,Basal body,Cytosol"			NA	NA		22000000		"Cluster 83: Liver - Metabolism"		"Cluster 7: Liver cancer - Metabolism"	"Cluster 43: Hepatocytes - Metabolism"	11	"Plasma membrane, Cytosol"	"Nucleoplasm, Primary cilium, Primary cilium transition zone, Basal body"	"HPA047814: AB_2680163, HPA060902: AB_2684384"	"unprognostic (7.70e-2)"	"unprognostic (1.83e-1)"	"unprognostic (4.94e-2)"	"unprognostic (9.94e-2)"	"unprognostic (4.10e-3)"	"unprognostic (9.24e-2)"			"unprognostic (6.61e-2)"	"unprognostic (5.30e-2)"	"unprognostic (1.69e-1)"			"unprognostic (4.04e-4)"	"unprognostic (2.40e-9)"	"unprognostic (9.91e-3)"	"unprognostic (2.85e-2)"	"unprognostic (1.17e-2)"	"unprognostic (8.99e-2)"			"unprognostic (1.56e-1)"	"unprognostic (5.13e-3)"	"unprognostic (2.76e-1)"	"unprognostic (1.59e-1)"	"unprognostic (1.52e-1)"		"unprognostic (1.01e-1)"	"unprognostic (1.88e-1)"		"unprognostic (4.08e-1)"
LHX5		ENSG00000089116	"LIM homeobox 5"	Q9H2C1	12	113462033-113472280	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	21	"brain: 3.0;stomach 1: 1.2"	"Cell type enhanced"	"Detected in single"		"Fibroblasts: 1.9"	"Cell type enhanced"	"Detected in some"		"cerebellar inhibitory: 19.3;mammillary body: 6.5;midbrain-derived inhibitory: 7.6"	"Low cancer specificity"	"Detected in single"			"Region enhanced"	"Detected in many"		"medulla oblongata: 10.8"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"cervical cancer: 1.1;head and neck cancer: 1.5"	"Stomach - Gastric enteroendocrine cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA053908			Approved	"Nucleoplasm,Nuclear bodies,Cytosol"			NA	NA				"Cluster 65: Cerebellum - Nervous system development"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 50: Connective tissue cells - ECM organization"	17	Cytosol	"Nucleoplasm, Nuclear bodies"	"HPA053908: AB_2682304"																		"unprognostic (9.21e-2)"													
GHRL	"ghrelin, MTLRP, obestatin"	ENSG00000157017	"Ghrelin and obestatin prepropeptide"	Q9UBU3	3	10285666-10292947	"Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"		Hormone		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	19	"stomach 1: 346.3"	"Cell type enriched"	"Detected in many"	73	"Gastric mucus-secreting cells: 1282.9"	"Cell type enhanced"	"Detected in many"		"central nervous system macrophage: 11.3"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	4	"basophil: 17.6;classical monocyte: 11.1;eosinophil: 12.4;myeloid DC: 41.9;neutrophil: 25.9;plasmacytoid DC: 28.6"	"Group enriched"	"Detected in many"	6	"dendritic cells: 41.9;granulocytes: 25.9;monocytes: 11.1"	"Low cancer specificity"	"Detected in many"				"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in many"			"HPA014246, CAB022731"	Enhanced				"Secreted to blood"	Hormone	NA	NA	2580000	340000	"Cluster 2: Dendritic cells - Unknown function"	"Cluster 48: Stomach - Proteolysis"	"Cluster 48: Non-specific - Mixed function"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 46: Gastric mucus-secreting cells - Digestion"	4			"CAB022731: , HPA014246: AB_1849659"	"unprognostic (1.35e-3)"	"unprognostic (8.45e-3)"	"unprognostic (6.12e-2)"	"unprognostic (2.56e-3)"	"unprognostic (1.50e-1)"	"unprognostic (2.18e-1)"	"unprognostic (2.19e-1)"		"unprognostic (4.71e-5)"		"unprognostic (9.57e-5)"	"unprognostic (4.94e-2)"	"unprognostic (3.92e-1)"		"unprognostic (1.11e-1)"	"unprognostic (3.48e-2)"	"unprognostic (2.96e-1)"	"unprognostic (1.97e-1)"	"unprognostic (1.00e-1)"			"unprognostic (1.09e-1)"	"unprognostic (2.22e-1)"	"unprognostic (2.18e-1)"	"unprognostic (1.05e-1)"	"unprognostic (1.64e-1)"	"unprognostic (1.79e-1)"	"unprognostic (1.20e-1)"	"unprognostic (9.37e-2)"	"unprognostic (2.67e-3)"	"unprognostic (2.57e-1)"
MUCL3	"bCX105N19.6, C6orf37, DPCR1, PBLT"	ENSG00000168631	"Mucin like 3"	Q3MIW9	6	30934523-30954221	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	19	"stomach 1: 197.9"	"Cell type enriched"	"Detected in some"	9	"Gastric mucus-secreting cells: 973.4"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Pancreatic Adenocarcinoma (TCGA): 31.8;Stomach Adenocarcinoma (TCGA): 27.1"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	5	"ovarian cancer: 11.8;pancreatic cancer: 6.6"	"Lung - Alveolar cells type 2, Stomach - Gastric mucous cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA014036	Enhanced						NA	NA				"Cluster 48: Stomach - Proteolysis"		"Cluster 66: Non-specific - Mitochondria"	"Cluster 46: Gastric mucus-secreting cells - Digestion"				"HPA014036: AB_1847841"				"unprognostic (1.86e-1)"												"unprognostic (1.82e-3)"	"unprognostic (8.77e-2)"					"unprognostic (1.01e-3)"	"unprognostic (1.69e-2)"					"unprognostic (1.92e-1)"			
DAZ2	"MGC126442, pDP1678"	ENSG00000205944	"Deleted in azoospermia 2"	Q13117	Y	23219447-23291356	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Differentiation, Spermatogenesis"	"Developmental protein, RNA-binding"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	17	"stomach 1: 5.2;testis: 2.9"	"Cell type enriched"	"Detected in single"	23	"Gastric mucus-secreting cells: 2.4"	"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	6	"Stomach Adenocarcinoma (TCGA): 5.1"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Gastric cancer: 3.4;Neuroblastoma: 5.5"										HPA047113	Approved						NA	NA				"Cluster 46: Testis - Spermatogenesis"		"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 46: Gastric mucus-secreting cells - Digestion"				"HPA047113: AB_2679936"																												"unprognostic (4.60e-2)"			
FOXA3	HNF3G	ENSG00000170608	"Forkhead box A3"	P55318	19	45863989-45873797	"Predicted intracellular proteins, Transcription factors"	"Differentiation, Spermatogenesis, Transcription, Transcription regulation"	"Activator, Chromatin regulator, Developmental protein, DNA-binding"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	15	"intestine: 17.0;liver: 62.6;pancreas: 46.7;stomach 1: 35.9"	"Group enriched"	"Detected in many"	4	"Gastric mucus-secreting cells: 136.8;Intestinal goblet cells: 248.6"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Liver Hepatocellular Carcinoma (TCGA): 30.5"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Bile duct cancer: 12.6;colorectal cancer: 12.1;Gastric cancer: 15.9"	"Colon - Colon enterocytes, Lung - Alveolar cells type 2, Minor Salivary Gland - Minor salivary glandular cells, Stomach - Gastric mucous cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"CAB015154, HPA054034"	Uncertain		Approved	Nucleoplasm			NA	NA				"Cluster 48: Stomach - Proteolysis"		"Cluster 2: Mucus-secreting cells - Unknown function"	"Cluster 16: Intestinal goblet cells - Mucin production"	1	Nucleoplasm		"CAB015154: AB_647545, HPA054034: AB_2682349"			"unprognostic (6.99e-2)"	"unprognostic (1.14e-1)"	"unprognostic (1.32e-1)"	"unprognostic (7.57e-2)"							"unprognostic (1.03e-1)"	"unprognostic (5.42e-2)"	"unprognostic (6.94e-3)"	"unprognostic (1.93e-1)"	"unprognostic (2.12e-1)"	"unprognostic (1.60e-1)"		"unprognostic (1.51e-1)"	"unprognostic (3.73e-1)"	"unprognostic (4.70e-2)"	"unprognostic (4.85e-3)"		"unprognostic (1.28e-1)"	"unprognostic (5.80e-3)"		"unprognostic (2.09e-2)"	"unprognostic (2.92e-1)"		"unprognostic (3.25e-1)"
PSAPL1		ENSG00000178597	"Prosaposin like 1"	Q6NUJ1	4	7430285-7434930	"Predicted secreted proteins"	"Lipid metabolism, Sphingolipid metabolism"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	14	"skin 1: 95.4;stomach 1: 37.6"	"Cell type enriched"	"Detected in some"	8	"Gastric mucus-secreting cells: 54.2"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Skin Cuteneous Melanoma (TCGA): 1.9;Stomach Adenocarcinoma (TCGA): 2.1"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"cervical cancer: 2.3;Esophageal cancer: 2.0"	"Adipose visceral - Mesothelial cells, Skin - Keratinocyte (granular), Stomach - Gastric mucous cells, Testis - Sertoli cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA038013, HPA038482"	Approved		Enhanced	Cytosol	"Secreted - unknown location"	Other	NA	NA		11000		"Cluster 13: Skin - Cornification"	"Cluster 6: Non-specific - Immune response"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 46: Gastric mucus-secreting cells - Digestion"	1	Cytosol		"HPA038013: AB_10673652, HPA038482: AB_2676037"																						"unprognostic (1.37e-2)"					"unprognostic (2.28e-1)"	"unprognostic (5.24e-3)"			
