Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
TGFBR3L	GEMP	ENSG00000260001	"Transforming growth factor beta receptor 3 like"	H3BV60	19	7914830-7919097	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	49	"pituitary gland: 103.2"	"Cell type enhanced"	"Detected in many"		"Cardiomyocytes: 8.8;Granulosa cells: 20.3;Plasma cells: 10.2;Proximal tubular cells: 7.6;Sertoli cells: 10.9"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in single"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"			"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Lung - Respiratory ciliated cells, Pituitary gland - Gonadotropes"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in many"			HPA074356	Enhanced		Approved	Vesicles			NA	NA				"Cluster 49: Pituitary gland - Hormone signaling"	"Cluster 37: Neurons - Mixed function"	"Cluster 23: Non-specific - Transcription"	"Cluster 77: Plasma cells - Protein processing"		Vesicles		"HPA074356: AB_2686681"														"unprognostic (1.42e-2)"							"unprognostic (7.41e-3)"										
RAX	"RAX1, RX"	ENSG00000134438	"Retina and anterior neural fold homeobox"	Q9Y2V3	18	59267035-59274086	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Developmental protein, DNA-binding"	"Disease variant, Microphthalmia"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	32	"pituitary gland: 6.4;retina: 15.5"	"Group enriched"	"Detected in some"	23	"Cone photoreceptor cells: 224.3;Muller glia cells: 445.9"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Region enhanced"	"Detected in single"		"white matter: 2.9"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	19	"Bone cancer: 3.5"		"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA				"Cluster 76: Retina - Visual perception"	"Cluster 55: Non-specific - Transcription"	"Cluster 12: Bone cancer - Neuronal signaling"	"Cluster 10: Muller glia cells - Visual perception"	1																																		
CHST8	GALNAC4ST-1	ENSG00000124302	"Carbohydrate sulfotransferase 8"	Q9H2A9	19	33621953-33773509	"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins"	"Carbohydrate metabolism"	Transferase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	22	"brain: 17.7;pituitary gland: 62.2"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 9.3;Excitatory neurons: 11.4;Granulosa cells: 10.8;Horizontal cells: 13.2;Late spermatids: 54.1;Oligodendrocyte precursor cells: 11.3;Pancreatic endocrine cells: 13.6"	"Cell type enhanced"	"Detected in many"		"lower rhombic lip: 181.8"	"Group enriched"	"Detected in some"	4	"Breast Invasive Carcinoma (TCGA): 7.5;Glioblastoma Multiforme (TCGA): 9.6;Testicular Germ Cell Tumor (TCGA): 5.1"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	5	"Neuroblastoma: 12.0"	"Adrenal gland - Adrenal medulla cells, Pancreas - Beta cells, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			HPA016004	Enhanced				"Intracellular and membrane"	Enzyme	NA	NA				"Cluster 49: Pituitary gland - Hormone signaling"	"Cluster 49: Hindbrain - Mixed function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 36: Late spermatids - Unknown function"	42			"HPA016004: AB_1846731"	"unprognostic (5.88e-3)"	"unprognostic (1.66e-1)"	"unprognostic (3.22e-1)"				"unprognostic (1.05e-1)"	"unprognostic (8.74e-2)"														"unprognostic (1.76e-2)"		"unprognostic (7.00e-2)"					"unprognostic (2.59e-1)"		
DGKK		ENSG00000274588	"Diacylglycerol kinase kappa"	Q5KSL6	X	50365409-50470825	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Lipid metabolism"	"Kinase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	19	"adrenal gland: 3.3;brain: 4.3;pituitary gland: 5.9"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 1.3;Inhibitory neurons: 1.4;Late spermatids: 2.3;NK-cells: 6.8;Oligodendrocyte precursor cells: 1.9"	"Cell type enhanced"	"Detected in some"		"leukocyte: 10.1;medium spiny neuron: 6.6;splatter: 12.5"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in many"		"hypothalamus: 25.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"liver cancer: 4.8;Neuroblastoma: 3.6"	"Adrenal gland - Adrenal medulla cells, Lung - NK-cells (Lung), Pituitary gland - Corticotropes"	"Region enhanced"	"Detected in many"		"hypothalamus: 19.8"	"Low region specificity"	"Detected in many"										NA	NA			"Cluster 24: Non-specific - Transcription"	"Cluster 49: Pituitary gland - Hormone signaling"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 18: Liver cancer - Metabolism"	"Cluster 19: NK-cells - Adaptive immune response"																																			
XKR7	"C20orf159, dJ310O13.4"	ENSG00000260903	"XK related 7"	Q5GH72	20	31968151-32003387	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	19	"brain: 14.6;pituitary gland: 4.2;retina: 4.6"	"Cell type enhanced"	"Detected in some"		"Bipolar cells: 3.5;Collecting duct cells: 1.9;Cone photoreceptor cells: 5.1;Early spermatids: 2.6;Excitatory neurons: 4.3;Horizontal cells: 3.8;Inhibitory neurons: 4.6;Late spermatids: 2.0;Rod photoreceptor cells: 3.0"	"Cell type enhanced"	"Detected in many"		"upper rhombic lip: 32.0"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in many"		"cerebellum: 20.5"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"lung cancer: 4.7;Neuroblastoma: 10.2"	"Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells, Pancreas - Alpha cells, Pancreas - Beta cells, Stomach - Gastric enteroendocrine cells"	"Low region specificity"	"Detected in many"			"Region enhanced"	"Detected in many"		"cerebellum: 12.2"	HPA040854	Uncertain						NA	NA				"Cluster 65: Cerebellum - Nervous system development"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 69: Neurons - Neuronal signaling"				"HPA040854: AB_10795481"			"unprognostic (7.92e-2)"																												
ARHGAP36	FLJ30058	ENSG00000147256	"Rho GTPase activating protein 36"	Q6ZRI8	X	131058346-131089885	"Predicted intracellular proteins"		"GTPase activation"	Hypotrichosis	"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	18	"adrenal gland: 102.2;brain: 74.7;pituitary gland: 172.2"	"Cell type enriched"	"Detected in some"	21	"Skeletal myocytes: 31.2"	"Cell type enhanced"	"Detected in some"		"amygdala excitatory: 8.3;splatter: 9.9"	"Cancer enriched"	"Detected in some"	18	"Thyroid Carcinoma (TCGA): 93.2"	"Region enhanced"	"Detected in all"		"hypothalamus: 284.2;pons: 310.7"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	12	"Neuroblastoma: 37.1"	"Adrenal gland - Adrenal medulla cells, Pituitary gland - Lactotropes, Testis - Spermatogonia"	"Region enhanced"	"Detected in many"		"hypothalamus: 89.4"	"Low region specificity"	"Detected in many"			"HPA002064, HPA076209"	Enhanced		Approved	"Nucleoplasm,Vesicles,Plasma membrane"			Yes	NA				"Cluster 49: Pituitary gland - Hormone signaling"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 2: Skeletal myocytes - Muscle contraction"	3	Nucleoplasm	"Vesicles, Plasma membrane"	"HPA002064: AB_1078891, HPA076209: "		"unprognostic (1.31e-2)"	"unprognostic (1.76e-1)"				"unprognostic (5.77e-2)"	"unprognostic (5.40e-4)"																						"unprognostic (2.70e-1)"	
AVPR1B	"AVPR3, V1bR, VPR3"	ENSG00000198049	"Arginine vasopressin receptor 1B"	P47901	1	206106936-206117699	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	18	"pituitary gland: 6.6"	"Group enriched"	"Detected in some"	21	"Enteroendocrine cells: 10.6;Glandular and luminal cells: 2.7"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Kidney Renal Clear Cell Carcinoma (TCGA): 2.7"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Pancreas - Alpha cells, Pituitary gland - Corticotropes"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA075404	Enhanced						NA	NA				"Cluster 49: Pituitary gland - Hormone signaling"		"Cluster 15: Kidney cancer - Membrane components"	"Cluster 20: Enteroendocrine cells - Hormone signaling"				"HPA075404: AB_2732291"											"unprognostic (1.11e-6)"	"unprognostic (1.88e-4)"																			
GPR50	"H9, Mel1c"	ENSG00000102195	"G protein-coupled receptor 50"	Q13585	X	151176584-151181465	"G-protein coupled receptors, Plasma proteins, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	17	"pituitary gland: 16.6"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Head and Neck Squamous Cell Carcinoma (TCGA): 1.8;Lung Squamous Cell Carcinoma (TCGA): 1.6;Testicular Germ Cell Tumor (TCGA): 1.4"	"Region enhanced"	"Detected in many"		"hypothalamus: 7.2"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	6	"Neuroblastoma: 23.7"		"Group enriched"	"Detected in many"	4	"hypothalamus: 14.4;white matter: 5.0"	"Region enriched"	"Detected in single"	12	"hypothalamus: 6.6"	"HPA049862, HPA054678"	Enhanced		Supported	"Nucleoplasm,Plasma membrane"			NA	NA				"Cluster 49: Pituitary gland - Hormone signaling"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 17: Neuroblastoma - Neuronal signaling"		3	"Plasma membrane"	Nucleoplasm	"HPA049862: AB_2680920, HPA054678: AB_2682570"									"unprognostic (3.05e-2)"									"unprognostic (1.45e-2)"	"unprognostic (4.59e-2)"										"unprognostic (7.53e-2)"		
BPIFB4	"C20orf186, dJ726C3.5, LPLUNC4"	ENSG00000186191	"BPI fold containing family B member 4"	P59827	20	33079643-33111751	"Predicted secreted proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	13	"pituitary gland: 8.2"	"Group enriched"	"Detected in some"	5	"Basal respiratory cells: 2.6;Ionocytes: 1.8;Oocytes: 3.7"	"Cell type enhanced"	"Detected in single"		"choroid plexus epithelial cell: 1.0"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in single"		"choroid plexus: 1.4"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Kidney cancer: 2.2"		"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA047388			Approved	"Actin filaments,Cytosol"	"Secreted - unknown location"	"No annotated function"	NA	NA				"Cluster 49: Pituitary gland - Hormone signaling"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 1: Neuronal - Visual perception"	"Cluster 35: Respiratory epithelial cells - Unknown function"		"Actin filaments, Cytosol"		"HPA047388: "																			"unprognostic (6.47e-2)"												
CALY	"CALCYON, DRD1IP, NSG3"	ENSG00000130643	"Calcyon neuron specific vesicular protein"	Q9NYX4	10	133324072-133336935	"FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins"	Endocytosis		"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	13	"brain: 305.6;pituitary gland: 163.2"	"Group enriched"	"Detected in some"	4	"Bipolar cells: 130.9;Excitatory neurons: 70.1;Horizontal cells: 95.7;Inhibitory neurons: 122.9"	"Low cell type specificity"	"Detected in all"			"Cancer enriched"	"Detected in some"	4	"Pancreatic Adenocarcinoma (TCGA): 26.3"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Neuroblastoma: 1.5;Rhabdoid: 2.4"	"Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells, Pancreas - Alpha cells, Thyroid gland - Parafollicular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA042283	Enhanced						NA	NA				"Cluster 33: Brain - Neuronal signaling"	"Cluster 1: Neurons - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 25: Bipolar cells - Visual perception"	1			"HPA042283: AB_10794417"			"unprognostic (2.03e-2)"				"unprognostic (5.03e-2)"									"unprognostic (3.03e-1)"						"unprognostic (2.31e-4)"									
NNAT	Peg5	ENSG00000053438	Neuronatin	Q16517	20	37521206-37523690	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"		"Developmental protein"		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Group enriched"	"Detected in many"	12	"brain: 896.4;pituitary gland: 1544.8"	"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 32.7;Late spermatids: 82.2;Muller glia cells: 142.6"	"Cell type enhanced"	"Detected in all"		"ependymal cell: 331.2;medium spiny neuron: 409.7"	"Group enriched"	"Detected in many"	11	"Bladder Urothelial Carcinoma (TCGA): 46.1;Glioblastoma Multiforme (TCGA): 118.8;Testicular Germ Cell Tumor (TCGA): 84.3"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Neuroblastoma: 150.4"	"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Pituitary gland - Corticotropes, Testis - Late spermatids"					"Low region specificity"	"Detected in all"										NA	NA				"Cluster 49: Pituitary gland - Hormone signaling"	"Cluster 33: Neurons - Mixed function"	"Cluster 11: Neuronal - Sensory perception"	"Cluster 10: Muller glia cells - Visual perception"	1				"unprognostic (1.51e-1)"	"unprognostic (2.13e-2)"	"unprognostic (7.77e-3)"	"unprognostic (2.25e-2)"	"unprognostic (7.90e-3)"	"unprognostic (2.93e-3)"	"unprognostic (4.31e-3)"	"unprognostic (1.23e-2)"	"unprognostic (1.02e-1)"			"unprognostic (2.95e-1)"				"unprognostic (1.46e-1)"	"unprognostic (1.12e-1)"	"unprognostic (1.76e-1)"	"unprognostic (5.47e-2)"	"unprognostic (2.03e-2)"		"unprognostic (1.60e-1)"		"unprognostic (4.36e-3)"	"unprognostic (3.01e-2)"	"unprognostic (1.80e-1)"		"unprognostic (1.21e-1)"	"unprognostic (1.25e-1)"		
UNC13A	"KIAA1032, Munc13-1"	ENSG00000130477	"Unc-13 homolog A"	Q9UPW8	19	17601336-17688365	"Predicted intracellular proteins"	"Differentiation, Exocytosis"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	12	"brain: 41.7;pituitary gland: 31.3;retina: 17.9"	"Cell type enhanced"	"Detected in some"		"Bipolar cells: 41.0;Excitatory neurons: 82.4;Horizontal cells: 66.7;Inhibitory neurons: 64.1;Rod photoreceptor cells: 23.6"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in some"		"Glioblastoma Multiforme (TCGA): 4.0"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Neuroblastoma: 19.0;Rhabdoid: 30.1"	"Colon - Colon enteroendocrine cells, Pancreas - Alpha cells, Pancreas - Beta cells, Stomach - Gastric enteroendocrine cells"	"Low region specificity"	"Detected in all"														NA	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 51: Neurons - Mixed function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 65: Neurons - Synaptic function"							"unprognostic (3.19e-1)"				"unprognostic (1.34e-1)"	"unprognostic (4.18e-3)"														"unprognostic (2.05e-3)"							"unprognostic (8.67e-2)"		
CGB1		ENSG00000267631	"Chorionic gonadotropin subunit beta 1"	A6NKQ9	19	49035569-49036895	"Predicted intracellular proteins, Predicted secreted proteins"		Hormone		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Group enriched"	"Detected in some"	11	"pancreas: 2.6;pituitary gland: 4.1"	"Cell type enriched"	"Detected in some"	103	"Syncytiotrophoblasts: 177.1"					"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"												"HPA038925, HPA038934, CAB080127"	Approved				"Secreted to blood"	Hormone	NA	NA				"Cluster 15: Pancreas - Proteolysis"		"Cluster 49: HMC-1 - Innate immune response"	"Cluster 27: Syncytiotrophoblasts - Pregnancy"				"CAB080127: , HPA038925: AB_2676272, HPA038934: AB_2676277"																															
CRHR1	"CRF-R, CRF1, CRHR"	ENSG00000120088	"Corticotropin releasing hormone receptor 1"	P34998	17	45784277-45835828	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	11	"brain: 19.5;pituitary gland: 19.8"	"Cell type enriched"	"Detected in single"	10	"Bipolar cells: 1.6"	"Cell type enhanced"	"Detected in many"		"upper rhombic lip: 60.7"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Pituitary gland - Corticotropes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			CAB025251	Enhanced						NA	NA				"Cluster 65: Cerebellum - Nervous system development"	"Cluster 15: Non-specific - Transcription"	"Cluster 1: Neuronal - Visual perception"	"Cluster 25: Bipolar cells - Visual perception"	6			"CAB025251: "			"unprognostic (7.33e-2)"												"unprognostic (2.96e-2)"																
CT45A6	"CT45-6, CT45.6"	ENSG00000278289	"Cancer/testis antigen family 45 member A6"	P0DMU7	X	135794685-135802787	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	11	"brain: 3.9;pituitary gland: 1.2"	"Not detected"	"Not detected"							"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"												"HPA044735, HPA044757, HPA046872, HPA046987"	Supported		Approved	Nucleoplasm,Nucleoli			NA	NA				"Cluster 33: Brain - Neuronal signaling"		"Cluster 55: Lymphoma - Immune response"			"Nucleoplasm, Nucleoli"		"HPA044735: AB_2679065, HPA044757: AB_2679075, HPA046872: AB_2679849, HPA046987: AB_2679893"																															
NEUROD4	"ATH-3, Atoh3, bHLHa4, MATH-3"	ENSG00000123307	"Neuronal differentiation 4"	Q9HD90	12	55019974-55030017	"Predicted intracellular proteins, Transcription factors"	"Differentiation, Neurogenesis, Transcription, Transcription regulation"	"Activator, Developmental protein, DNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	11	"pituitary gland: 7.9;retina: 29.3"	"Cell type enriched"	"Detected in some"	14	"Bipolar cells: 177.9"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	7	"choroid plexus: 1.2;hypothalamus: 1.3"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	4	"lung cancer: 1.5;Neuroblastoma: 1.5;Uterine cancer: 1.1"	"Adrenal gland - Adrenal medulla cells, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA015545, HPA026998, HPA055750"	Enhanced		Supported	Nucleoplasm,Centrosome,Cytosol			NA	NA				"Cluster 76: Retina - Visual perception"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 25: Bipolar cells - Visual perception"	2	Nucleoplasm	"Centrosome, Cytosol"	"HPA015545: AB_2669215, HPA026998: AB_1854394, HPA055750: "																															
