Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
NPHS2	"PDCN, SRN1"	ENSG00000116218	"NPHS2 stomatin family member, podocin"	Q9NP85	1	179550539-179575952	"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"			"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	141	"kidney: 248.0"	"Cell type enriched"	"Detected in some"	5	"Collecting duct cells: 35.0"	"Cell type enhanced"	"Detected in some"		"choroid plexus epithelial cell: 2.2;ependymal cell: 1.5"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Podocytes, Stomach - Gastric mucous cells"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in many"			"CAB037267, HPA049486"	Enhanced						NA	NA				"Cluster 52: Kidney - Transmembrane transport"		"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 13: Spermatids - Transcription"	3			"CAB037267: AB_261982, HPA049486: AB_2680788"																															
SLC12A3	"NCC, NCCT"	ENSG00000070915	"Solute carrier family 12 member 3"	P55017	16	56865207-56915850	"Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters"	"Ion transport, Sodium transport, Symport, Transport"		"Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	118	"kidney: 98.9"	"Cell type enhanced"	"Detected in some"		"Collecting duct cells: 5.8;dendritic cells: 20.8;Glandular and luminal cells: 4.2"	"Low cell type specificity"	"Detected in some"			"Group enriched"	"Detected in some"	5	"Kidney Renal Clear Cell Carcinoma (TCGA): 4.9;Kidney Renal Papillary Cell Carcinoma (TCGA): 7.0"	"Low region specificity"	"Detected in many"			"Immune cell enriched"	"Detected in single"	20	"plasmacytoid DC: 14.9"	"Lineage enriched"	"Detected in single"	20	"dendritic cells: 14.9"	"Cancer enhanced"	"Detected in some"		"ovarian cancer: 6.3;Uterine cancer: 6.7"	"Kidney - Intercalated cells, Spleen - B-cells (Spleen), Stomach - Parietal cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			HPA028748	Enhanced						NA	NA			"Cluster 44: Plasmacytoid DCs - Plasma membrane proteins"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 51: Neurons - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 28: Dendritic cells - Antigen presentation"	4			"HPA028748: AB_10603886"			"unprognostic (1.56e-1)"							"unprognostic (1.96e-1)"	"unprognostic (1.55e-2)"		"unprognostic (1.29e-2)"																"unprognostic (1.27e-1)"		
TMEM207		ENSG00000198398	"Transmembrane protein 207"	Q6UWW9	3	190428655-190449901	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	114	"kidney: 17.1"	"Cell type enriched"	"Detected in single"	38	"Distal tubular cells: 36.9"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA014332	Uncertain						NA	NA				"Cluster 52: Kidney - Transmembrane transport"		"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 39: Non-specific - Basic cellular processes"	9			"HPA014332: AB_2204907"																															
AQP2		ENSG00000167580	"Aquaporin 2"	P41181	12	49950737-49958878	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	Transport		"Diabetes insipidus, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	91	"kidney: 373.4;seminal vesicle: 205.2"	"Cell type enriched"	"Detected in some"	17	"Collecting duct cells: 3224.6"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Kidney Renal Papillary Cell Carcinoma (TCGA): 5.6"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bile duct cancer: 1.1;Gastric cancer: 1.2"	"Adrenal gland - Adrenal cortex cells, Breast - Breast glandular cells (progenitors), Minor Salivary Gland - Minor salivary glandular cells, Skin - Eccrine sweat gland cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA046834	Enhanced						NA	NA				"Cluster 52: Kidney - Transmembrane transport"		"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 3: Basal prostatic cells - Lipid metabolism"	36			"HPA046834: AB_2679830"			"unprognostic (8.29e-2)"								"unprognostic (1.01e-1)"	"unprognostic (8.72e-2)"	"unprognostic (1.51e-1)"				"unprognostic (3.38e-2)"											"unprognostic (2.07e-2)"			"unprognostic (1.60e-1)"
BHMT	BHMT1	ENSG00000145692	"Betaine--homocysteine S-methyltransferase"	Q93088	5	79111809-79132288	"Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"		"Methyltransferase, Transferase"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	83	"kidney: 751.2;liver: 1107.8"	"Group enriched"	"Detected in some"	26	"Hepatocytes: 550.2;Proximal tubular cells: 637.2"	"Cell type enriched"	"Detected in many"	19	"hippocampal CA4: 58.5"	"Group enriched"	"Detected in some"	6	"Kidney Renal Clear Cell Carcinoma (TCGA): 132.9;Kidney Renal Papillary Cell Carcinoma (TCGA): 36.4;Liver Hepatocellular Carcinoma (TCGA): 143.8"	"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Gastric cancer: 4.2;Kidney cancer: 1.9"	"Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in many"			"HPA038285, HPA058310"	Enhanced		Approved	Cytosol			No	NA		9500000		"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 51: Neurons - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"		Cytosol		"HPA038285: AB_10675791, HPA058310: AB_2683675"	"unprognostic (1.61e-1)"		"unprognostic (1.29e-1)"							"unprognostic (2.06e-2)"	"unprognostic (4.82e-8)"	"unprognostic (3.77e-4)"	"unprognostic (3.57e-2)"	"unprognostic (2.72e-4)"	"unprognostic (4.19e-3)"														"unprognostic (3.31e-1)"		
SLC22A2	OCT2	ENSG00000112499	"Solute carrier family 22 member 2"	O15244	6	160171061-160277638	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Ion transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	80	"kidney: 148.4"	"Group enriched"	"Detected in some"	7	"Distal tubular cells: 55.3;Proximal tubular cells: 143.4"	"Cell type enriched"	"Detected in some"	8	"fibroblast: 27.0"	"Group enriched"	"Detected in some"	8	"Kidney Renal Clear Cell Carcinoma (TCGA): 103.0;Kidney Renal Papillary Cell Carcinoma (TCGA): 87.1"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Kidney cancer: 3.4;prostate cancer: 1.3"		"Low region specificity"	"Detected in many"			"Region enhanced"	"Detected in some"		"midbrain: 2.5"	"HPA008549, CAB068236, CAB068237"	Enhanced						NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 38: Proximal tubular cells - Transmembrane transport"	1			"CAB068236: AB_2665668, CAB068237: AB_2665669, HPA008549: "										"unprognostic (9.98e-2)"	"unprognostic (7.09e-12)"	"unprognostic (1.56e-4)"	"unprognostic (4.43e-8)"																		
SLC6A18	"FLJ31236, Xtrp2"	ENSG00000164363	"Solute carrier family 6 member 18"	Q96N87	5	1225381-1246189	"Disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Amino-acid transport, Neurotransmitter transport, Symport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enriched"	"Detected in single"	75	"kidney: 7.9"	"Cell type enriched"	"Detected in some"	16	"Proximal tubular cells: 32.2"	"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	38	"Kidney Renal Clear Cell Carcinoma (TCGA): 7.2;Kidney Renal Papillary Cell Carcinoma (TCGA): 3.1"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA011885	Enhanced						NA	NA				"Cluster 52: Kidney - Transmembrane transport"		"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"				"HPA011885: AB_1857198"											"unprognostic (7.46e-6)"	"unprognostic (1.21e-4)"	"unprognostic (3.64e-2)"																		
MCCD1		ENSG00000204511	"Mitochondrial coiled-coil domain 1"	P59942	6	31528962-31530232	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	73	"kidney: 79.6"	"Group enriched"	"Detected in some"	36	"Distal tubular cells: 399.5;Proximal tubular cells: 316.3"	"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	5	"Kidney Chromophobe (TCGA): 5.3;Kidney Renal Papillary Cell Carcinoma (TCGA): 1.5"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Proximal tubular cells"					"Not detected"	"Not detected"										NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 52: Neurons & Synapses - Synaptic function"		"Cluster 56: Proximal tubular cells - Amino acid metabolism"	21						"unprognostic (3.34e-2)"							"unprognostic (6.32e-1)"			"unprognostic (2.51e-1)"		"unprognostic (1.69e-1)"																
SLC22A11	OAT4	ENSG00000168065	"Solute carrier family 22 member 11"	Q9NSA0	11	64555690-64572875	"FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters"	"Anion exchange, Antiport, Ion transport, Transport"		"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	71	"epididymis: 10.3;kidney: 30.8;placenta: 32.3"	"Group enriched"	"Detected in some"	33	"Cytotrophoblasts: 628.4;Syncytiotrophoblasts: 1718.7"	"Cell type enriched"	"Detected in single"	4	"fibroblast: 1.1"	"Group enriched"	"Detected in some"	5	"Kidney Renal Clear Cell Carcinoma (TCGA): 40.7;Kidney Renal Papillary Cell Carcinoma (TCGA): 37.8"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Proximal tubular cells"					"Not detected"	"Not detected"			HPA026076	Enhanced						NA	NA				"Cluster 57: Lung - Lung function"		"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 27: Syncytiotrophoblasts - Pregnancy"	1			"HPA026076: AB_1854756"			"unprognostic (6.53e-3)"								"unprognostic (6.71e-9)"	"unprognostic (6.99e-4)"	"unprognostic (3.43e-4)"	"unprognostic (1.82e-1)"	"unprognostic (9.68e-2)"											"unprognostic (1.50e-1)"					
SLC36A2	"PAT2, TRAMD1, tramdorin"	ENSG00000186335	"Solute carrier family 36 member 2"	Q495M3	5	151314972-151347590	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Amino-acid transport, Transport"		"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	60	"kidney: 65.1;skeletal muscle: 77.2;tongue: 28.7"	"Group enriched"	"Detected in some"	5	"Proximal tubular cells: 42.5;Skeletal myocytes: 18.5"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Kidney Renal Clear Cell Carcinoma (TCGA): 1.4"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in single"			"Not detected"	"Not detected"			"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Skeletal muscle - Skeletal myocytes, Testis - Late spermatids"	"Low region specificity"	"Detected in some"			"Low region specificity"	"Detected in many"			"HPA044002, HPA062229"	Enhanced						NA	NA				"Cluster 23: Non-specific - Cellular respiration"	"Cluster 48: Non-specific - Mixed function"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 38: Proximal tubular cells - Transmembrane transport"				"HPA044002: AB_10964214, HPA062229: AB_2684717"											"unprognostic (1.23e-2)"																				
SLC34A1	"NAPI-3, NPT2, NPTIIa, SLC11, SLC17A2"	ENSG00000131183	"Solute carrier family 34 member 1"	Q06495	5	177379235-177398848	"Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Ion transport, Sodium transport, Symport, Transport"		"Disease variant, Osteoporosis"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	54	"kidney: 149.8"	"Cell type enriched"	"Detected in some"	8	"Proximal tubular cells: 101.4"	"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	10	"Kidney Renal Clear Cell Carcinoma (TCGA): 3.2;Kidney Renal Papillary Cell Carcinoma (TCGA): 2.9"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA051255, HPA077175"	Approved		Approved	"Nucleoplasm,Nuclear speckles,Plasma membrane,Mitotic spindle,Cytosol"			Yes	NA				"Cluster 52: Kidney - Transmembrane transport"		"Cluster 47: Leukemia - Hemostasis"	"Cluster 38: Proximal tubular cells - Transmembrane transport"	1	"Nuclear speckles, Plasma membrane"	"Nucleoplasm, Mitotic spindle, Cytosol"	"HPA051255: AB_2681409, HPA077175: "											"unprognostic (9.26e-7)"	"unprognostic (1.13e-3)"	"unprognostic (1.95e-1)"																		
ALDOB		ENSG00000136872	"Aldolase, fructose-bisphosphate B"	P05062	9	101420560-101449664	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	Glycolysis	Lyase	"Cancer-related genes, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	49	"intestine: 6181.0;kidney: 6911.1;liver: 10855.3"	"Cell type enriched"	"Detected in many"	4	"Proximal enterocytes: 21508.9"	"Cell type enhanced"	"Detected in many"		"hippocampal dentate gyrus: 5.6"	"Cancer enriched"	"Detected in many"	19	"Liver Hepatocellular Carcinoma (TCGA): 2218.5"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	4	"Gastric cancer: 10.2"	"Kidney - Proximal tubular cells, Liver - Hepatocytes, Pituitary gland - Corticotropes, Stomach - Parietal cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"HPA002198, CAB020827, HPA073201"	Enhanced						NA	NA		410000000		"Cluster 37: Liver & Intestine - Lipid metabolism"	"Cluster 34: Non-specific - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 22: Proximal enterocytes - Digestion"	15			"CAB020827: , HPA002198: AB_1078129, HPA073201: "			"unprognostic (3.29e-1)"	"unprognostic (1.23e-1)"	"unprognostic (2.52e-3)"	"unprognostic (3.81e-2)"				"unprognostic (2.88e-1)"	"unprognostic (1.81e-8)"	"unprognostic (8.75e-7)"	"unprognostic (1.26e-1)"	"unprognostic (1.39e-3)"	"unprognostic (9.29e-5)"	"unprognostic (5.96e-2)"						"unprognostic (6.29e-2)"	"unprognostic (6.82e-3)"		"unprognostic (5.87e-3)"	"unprognostic (5.87e-2)"	"unprognostic (3.52e-2)"	"unprognostic (1.45e-1)"	"unprognostic (1.51e-1)"		
SLC17A1	"NAPI-1, NPT1"	ENSG00000124568	"Solute carrier family 17 member 1"	Q14916	6	25782915-25832052	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Ion transport, Sodium transport, Symport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	49	"kidney: 163.0;liver: 47.9"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 12.5;Hepatocytes: 8.7;Proximal tubular cells: 42.1"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Kidney Renal Clear Cell Carcinoma (TCGA): 23.1;Kidney Renal Papillary Cell Carcinoma (TCGA): 36.0"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	7	"Kidney cancer: 12.2"	"Kidney - Proximal tubular cells, Liver - Hepatocytes, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA050513			Uncertain	"Golgi apparatus"			NA	NA				"Cluster 52: Kidney - Transmembrane transport"		"Cluster 15: Kidney cancer - Membrane components"	"Cluster 38: Proximal tubular cells - Transmembrane transport"		"Golgi apparatus"		"HPA050513: AB_2681152"											"unprognostic (8.01e-6)"	"unprognostic (4.58e-4)"	"unprognostic (8.79e-2)"	"unprognostic (1.56e-1)"	"unprognostic (1.11e-1)"																
SLC4A9	AE4	ENSG00000113073	"Solute carrier family 4 member 9"	Q96Q91	5	140360194-140375141	"Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters"	"Anion exchange, Antiport, Ion transport, Transport"			"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enriched"	"Detected in single"	48	"kidney: 34.5"	"Cell type enhanced"	"Detected in some"		"Collecting duct cells: 3.9;Distal tubular cells: 3.1;Excitatory neurons: 2.3;Inhibitory neurons: 2.3;Oligodendrocyte precursor cells: 1.4;Oligodendrocytes: 6.0;Spermatocytes: 1.7"	"Cell type enhanced"	"Detected in many"		"mammillary body: 10.5"	"Cancer enriched"	"Detected in single"	17	"Kidney Chromophobe (TCGA): 9.1"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Adipose visceral - Mesothelial cells, Kidney - Intercalated cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA051307	Uncertain		Approved	"Vesicles,Plasma membrane,Cytosol"			NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 26: Oligodendrocytes - Mixed function"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 51: Oligodendrocytes - Unknown function"		"Plasma membrane, Cytosol"	Vesicles	"HPA051307: AB_2681434"										"unprognostic (8.48e-3)"																					
MIOX	ALDRL6	ENSG00000100253	"Myo-inositol oxygenase"	Q9UGB7	22	50486784-50490648	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		Oxidoreductase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	47	"kidney: 674.7"	"Cell type enriched"	"Detected in some"	19	"Proximal tubular cells: 4414.6"	"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	19	"Kidney Renal Clear Cell Carcinoma (TCGA): 91.8;Kidney Renal Papillary Cell Carcinoma (TCGA): 160.9"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Kidney cancer: 5.5"	"Kidney - Proximal tubular cells, Prostate - Prostate glandular cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"HPA039451, HPA039562"	Enhanced						NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 48: Non-specific - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	8			"HPA039451: AB_2676513, HPA039562: AB_2676574"			"unprognostic (4.06e-1)"	"unprognostic (1.04e-2)"						"unprognostic (4.75e-2)"	"unprognostic (1.87e-8)"	"unprognostic (6.98e-7)"	"unprognostic (4.63e-5)"	"unprognostic (5.21e-3)"		"unprognostic (1.70e-1)"	"unprognostic (1.55e-1)"					"unprognostic (1.84e-2)"	"unprognostic (1.89e-1)"					"unprognostic (3.87e-1)"		"unprognostic (3.07e-3)"	"unprognostic (3.23e-2)"
AGXT2	AGT2	ENSG00000113492	"Alanine--glyoxylate aminotransferase 2"	Q9BYV1	5	34998101-35048135	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		"Aminotransferase, Transferase"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	44	"kidney: 200.3;liver: 119.7"	"Group enriched"	"Detected in some"	10	"Hepatocytes: 105.3;Proximal tubular cells: 266.4"	"Cell type enhanced"	"Detected in single"		"thalamic excitatory: 1.5"	"Group enriched"	"Detected in some"	119	"Kidney Renal Clear Cell Carcinoma (TCGA): 31.3;Kidney Renal Papillary Cell Carcinoma (TCGA): 19.3;Liver Hepatocellular Carcinoma (TCGA): 16.5"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA037382	Enhanced						NA	NA		7100		"Cluster 1: Liver & Kidney - Metabolism"		"Cluster 18: Liver cancer - Metabolism"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"				"HPA037382: AB_10670851"			"unprognostic (1.87e-1)"								"unprognostic (1.41e-8)"	"unprognostic (3.66e-3)"	"unprognostic (4.10e-2)"	"unprognostic (6.54e-3)"	"unprognostic (4.14e-3)"																
SLC22A13	"OAT10, OCTL1, OCTL3, ORCTL3"	ENSG00000172940	"Solute carrier family 22 member 13"	Q9Y226	3	38265812-38278757	"Metabolic proteins, Predicted membrane proteins, Transporters"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	44	"kidney: 8.7"	"Cell type enhanced"	"Detected in some"		"Horizontal cells: 4.4;Ionocytes: 2.9;Proximal tubular cells: 6.6;Sertoli cells: 2.7"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in single"		"Kidney Renal Papillary Cell Carcinoma (TCGA): 1.3"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"HPA035603, HPA035962"	Enhanced						NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 37: Neurons - Mixed function"	"Cluster 56: Non-specific - Sensory perception"	"Cluster 38: Proximal tubular cells - Transmembrane transport"				"HPA035603: AB_10672869, HPA035962: AB_2674890"			"unprognostic (2.53e-1)"										"unprognostic (6.66e-3)"																		
