Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
MYH2	"IBM3, MYH2A, MYHas8, MyHC-2A, MyHC-IIa, MYHSA2"	ENSG00000125414	"Myosin heavy chain 2"	Q9UKX2	17	10521148-10549700	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"		"Actin-binding, Calmodulin-binding, Motor protein, Muscle protein, Myosin"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	83	"skeletal muscle: 12336.7;tongue: 5903.7"	"Cell type enriched"	"Detected in some"	1046	"Skeletal myocytes: 1444.2"	"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	63	"Head and Neck Squamous Cell Carcinoma (TCGA): 39.6"	"Region enhanced"	"Detected in some"		"amygdala: 1.3"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Rhabdoid: 2.2;testis cancer: 1.6"	"Skeletal muscle - Skeletal myocytes"									"HPA001349, CAB010760"	Enhanced		Uncertain	"Focal adhesion sites"			NA	NA		39000000		"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 29: Forebrain - Mixed function"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 2: Skeletal myocytes - Muscle contraction"	3	"Focal adhesion sites"		"CAB010760: AB_477190, HPA001349: AB_1079437"									"unprognostic (1.80e-2)"																						
MYOZ1	"CS-2, FATZ, MYOZ"	ENSG00000177791	"Myozenin 1"	Q9NP98	10	73631612-73641474	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	81	"skeletal muscle: 6883.6;tongue: 3179.3"	"Cell type enriched"	"Detected in some"	143	"Skeletal myocytes: 2059.9"	"Cell type enhanced"	"Detected in some"		"vascular associated smooth muscle cell: 5.4"	"Cancer enhanced"	"Detected in many"		"Head and Neck Squamous Cell Carcinoma (TCGA): 11.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	5	"testis cancer: 6.7"	"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Skeletal muscle - Skeletal myocytes"	"Region enriched"	"Detected in single"	17	"olfactory bulb: 3.9"	"Low region specificity"	"Detected in all"			"HPA037848, HPA038437"	Enhanced						NA	NA		41000		"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 34: Testis cancer - Unknown function"	"Cluster 2: Skeletal myocytes - Muscle contraction"	36			"HPA037848: AB_10670156, HPA038437: AB_2676009"		"unprognostic (3.35e-2)"	"unprognostic (6.77e-2)"				"unprognostic (2.49e-2)"		"unprognostic (2.23e-2)"		"unprognostic (2.10e-5)"					"unprognostic (6.47e-5)"	"unprognostic (1.07e-1)"			"unprognostic (6.99e-2)"	"unprognostic (2.75e-1)"			"unprognostic (4.07e-2)"					"unprognostic (2.30e-1)"	"unprognostic (1.60e-1)"	"unprognostic (2.95e-1)"
ACTN3		ENSG00000248746	"Actinin alpha 3"	Q08043	11	66546395-66563334	"Plasma proteins, Predicted intracellular proteins"		Actin-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	72	"skeletal muscle: 1612.5"	"Cell type enriched"	"Detected in some"	6	"Skeletal myocytes: 114.2"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	5	"Rhabdoid: 5.5"	"Skeletal muscle - Skeletal myocytes, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in single"			"Not detected"	"Not detected"			HPA006035	Uncertain		Approved	"Actin filaments,Focal adhesion sites,Primary cilium,Primary cilium transition zone,Cytosol"			NA	NA		14000000		"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 15: Non-specific - Transcription"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 2: Skeletal myocytes - Muscle contraction"	53	"Actin filaments, Focal adhesion sites"	"Primary cilium, Primary cilium transition zone, Cytosol"	"HPA006035: AB_1078095"			"unprognostic (4.50e-2)"																												
MYH7	"CMD1S, CMH1, MPD1"	ENSG00000092054	"Myosin heavy chain 7"	P12883	14	23412740-23435660	"Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins"		"Actin-binding, Calmodulin-binding, Motor protein, Muscle protein, Myosin"	"Cardiomyopathy, Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	71	"heart muscle: 7325.3;skeletal muscle: 14038.0;tongue: 5171.5"	"Cell type enriched"	"Detected in some"	31	"Cardiomyocytes: 13369.4"	"Low cell type specificity"	"Detected in some"			"Group enriched"	"Detected in some"	8	"Head and Neck Squamous Cell Carcinoma (TCGA): 15.7;Prostate Adenocarcinoma (TCGA): 17.9"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Heart muscle - Cardiomyocytes, Pituitary gland - Corticotropes, Skeletal muscle - Skeletal myocytes"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"HPA001239, HPA001349, CAB015384"	Enhanced		Uncertain	"Focal adhesion sites"			NA	NA		28000000		"Cluster 12: Heart muscle - Cardiac muscle contraction"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 33: Sarcoma - Muscle contraction"	"Cluster 68: Cardiomyocytes - Muscle contraction"	14	"Focal adhesion sites"		"CAB015384: AB_2147279, HPA001239: AB_1079438, HPA001349: AB_1079437"							"unprognostic (2.76e-1)"	"unprognostic (4.28e-2)"	"unprognostic (1.12e-2)"															"unprognostic (1.96e-1)"							
MYL2	CMH10	ENSG00000111245	"Myosin light chain 2"	P10916	12	110910819-110921443	"Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Predicted intracellular proteins"		"Motor protein, Muscle protein, Myosin"	"Cardiomyopathy, Disease variant, Myofibrillar myopathy"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	71	"heart muscle: 27012.9;skeletal muscle: 27956.9;tongue: 19033.3"	"Cell type enriched"	"Detected in some"	7	"Cardiomyocytes: 26134.7"	"Cell type enriched"	"Detected in single"	5	"mammillary body: 3.1"	"Group enriched"	"Detected in some"	42	"Head and Neck Squamous Cell Carcinoma (TCGA): 82.3;Prostate Adenocarcinoma (TCGA): 58.5"	"Region enriched"	"Detected in some"	6	"hypothalamus: 12.4"	"Group enriched"	"Detected in some"	12	"memory B-cell: 1.1;naive B-cell: 1.2"	"Lineage enriched"	"Detected in single"	12	"B-cells: 1.2"	"Cancer enriched"	"Detected in some"	12	"Rhabdoid: 59.2"	"Heart muscle - Cardiomyocytes, Skeletal muscle - Skeletal myocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"HPA019763, HPA039262"	Supported		Uncertain	Microtubules			NA	NA		65000		"Cluster 12: Heart muscle - Cardiac muscle contraction"	"Cluster 45: Non-specific - Mixed function"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 68: Cardiomyocytes - Muscle contraction"	9	Microtubules		"HPA019763: AB_1854243, HPA039262: AB_2676418"		"unprognostic (3.39e-2)"	"unprognostic (5.20e-1)"						"unprognostic (1.24e-3)"															"unprognostic (2.93e-1)"						"unprognostic (2.37e-1)"	
MINAR2	KIAA1024L	ENSG00000186367	"Membrane integral NOTCH2 associated receptor 2"	P59773	5	129748094-129766732	"Predicted membrane proteins"			"Deafness, Disease variant, Non-syndromic deafness"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at transcript level"	"Tissue enriched"	"Detected in single"	70	"skeletal muscle: 34.0"	"Cell type enhanced"	"Detected in single"		"Langerhans cells: 1.0"	"Low cell type specificity"	"Detected in many"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in single"			"Low lineage specificity"	"Detected in single"			"Not detected"	"Not detected"			"Kidney - Podocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in single"			HPA013760	Uncertain						NA	NA				"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 34: Non-specific - Mixed function"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 69: Neurons - Neuronal signaling"				"HPA013760: AB_1852363"																															
TMOD4	Sk-Tmod	ENSG00000163157	"Tropomodulin 4"	Q9NZQ9	1	151169986-151176284	"Predicted intracellular proteins"		Actin-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	68	"skeletal muscle: 1182.7;tongue: 513.1"	"Cell type enriched"	"Detected in some"	65	"Skeletal myocytes: 207.8"	"Low cell type specificity"	"Detected in some"			"Cancer enhanced"	"Detected in some"		"Head and Neck Squamous Cell Carcinoma (TCGA): 3.3"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Skeletal muscle - Skeletal myocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			HPA028203	Enhanced						NA	NA			"Cluster 30: Non-specific - DNA binding"	"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 42: Choroid plexus - Mitochondria"	"Cluster 45: Non-specific - Nuclear processes"	"Cluster 2: Skeletal myocytes - Muscle contraction"	5			"HPA028203: AB_10600830"			"unprognostic (5.10e-4)"			"unprognostic (1.28e-1)"	"unprognostic (3.79e-1)"		"unprognostic (6.64e-2)"								"unprognostic (1.28e-1)"		"unprognostic (8.49e-3)"					"unprognostic (1.92e-1)"		"unprognostic (2.58e-3)"					
DHRS7C	SDR32C2	ENSG00000184544	"Dehydrogenase/reductase 7C"	A6NNS2	17	9771434-9791592	"Enzymes, Predicted intracellular proteins, Predicted secreted proteins"		Oxidoreductase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	66	"heart muscle: 120.8;skeletal muscle: 297.2;tongue: 352.7"	"Cell type enhanced"	"Detected in some"		"Cardiomyocytes: 79.4;Early spermatids: 7.0;Late spermatids: 15.7;Skeletal myocytes: 22.4"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Skeletal muscle - Skeletal myocytes, Skeletal muscle - Skeletal myocytes, Testis - Late spermatids"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in single"		"thalamus: 1.7"						"Secreted in other tissues"	Enzyme	NA	NA				"Cluster 14: Skeletal muscle - Muscle contraction"		"Cluster 11: Neuronal - Sensory perception"	"Cluster 68: Cardiomyocytes - Muscle contraction"																																			
PYGM	GSD5	ENSG00000068976	"Glycogen phosphorylase, muscle associated"	P11217	11	64746389-64759974	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Carbohydrate metabolism, Glycogen metabolism"	"Allosteric enzyme, Glycosyltransferase, Transferase"	"Disease variant, Glycogen storage disease"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	65	"skeletal muscle: 8168.8;tongue: 3454.7"	"Cell type enriched"	"Detected in many"	10	"Skeletal myocytes: 530.8"	"Group enriched"	"Detected in many"	4	"astrocyte: 63.4;cerebellar inhibitory: 21.2;pericyte: 20.4;vascular associated smooth muscle cell: 19.6"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in some"	6	"basophil: 8.3"	"Lineage enriched"	"Detected in many"	6	"granulocytes: 8.3"	"Cancer enriched"	"Detected in some"	10	"Rhabdoid: 24.5"	"Adrenal gland - Fibroblasts, Colon - Smooth muscle cells, Heart muscle - Cardiomyocytes, Kidney - Fibroblasts, Prostate - Smooth muscle cells, Skeletal muscle - Skeletal myocytes, Skeletal muscle - Skeletal myocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA056003	Enhanced						NA	NA		6700000	"Cluster 32: Basophils - Transcription"	"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 2: Skeletal myocytes - Muscle contraction"	30			"HPA056003: AB_2683006"	"unprognostic (5.62e-2)"		"unprognostic (2.55e-2)"				"unprognostic (3.37e-2)"	"unprognostic (1.17e-2)"	"unprognostic (1.05e-2)"	"unprognostic (4.38e-3)"	"unprognostic (2.00e-3)"	"unprognostic (1.57e-3)"								"unprognostic (2.94e-2)"				"unprognostic (9.53e-2)"		"unprognostic (5.69e-2)"		"unprognostic (2.95e-3)"	"unprognostic (2.17e-1)"	"unprognostic (7.23e-3)"	"unprognostic (3.20e-2)"
PPP1R3A	"GM, PPP1R3"	ENSG00000154415	"Protein phosphatase 1 regulatory subunit 3A"	Q16821	7	113876777-114075920	"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Carbohydrate metabolism, Glycogen metabolism"		"Diabetes mellitus, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	64	"heart muscle: 39.4;skeletal muscle: 147.4;tongue: 100.0"	"Group enriched"	"Detected in some"	5	"Cardiomyocytes: 227.0;Skeletal myocytes: 194.2"	"Cell type enhanced"	"Detected in some"		"ependymal cell: 3.4"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Heart muscle - Cardiomyocytes, Skeletal muscle - Skeletal myocytes"	"Region enriched"	"Detected in single"	12	"thalamus: 1.1"	"Not detected"	"Not detected"			"HPA070440, HPA073138"	Enhanced						NA	NA				"Cluster 14: Skeletal muscle - Muscle contraction"		"Cluster 23: Non-specific - Transcription"	"Cluster 68: Cardiomyocytes - Muscle contraction"	5			"HPA070440: , HPA073138: "																															
CASQ1	"CASQ, PDIB1"	ENSG00000143318	"Calsequestrin 1"	P31415	1	160190575-160201886	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters"		"Muscle protein"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	63	"skeletal muscle: 4285.4;tongue: 1819.0"	"Cell type enriched"	"Detected in some"	8	"Skeletal myocytes: 194.2"	"Cell type enhanced"	"Detected in many"		"bergmann glia: 4.2"	"Cancer enhanced"	"Detected in many"		"Glioblastoma Multiforme (TCGA): 7.9"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bladder cancer: 2.8;testis cancer: 3.1"	"Pituitary gland - Undifferentiated cells (Pituitary gland), Skeletal muscle - Skeletal myocytes, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"HPA007845, CAB015170, HPA026823"	Enhanced		Approved	Nucleoplasm,Mitochondria	"Intracellular and membrane"	Other	NA	NA		4800000		"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 51: Neurons - Mixed function"	"Cluster 21: Lymphoma - Adaptive immune response"	"Cluster 2: Skeletal myocytes - Muscle contraction"	1	"Nucleoplasm, Mitochondria"		"CAB015170: AB_2071451, HPA007845: AB_1078388, HPA026823: AB_10603557"	"unprognostic (6.38e-2)"	"unprognostic (4.05e-2)"	"unprognostic (2.96e-1)"				"unprognostic (1.10e-1)"	"unprognostic (7.78e-3)"	"unprognostic (7.39e-2)"															"unprognostic (2.39e-2)"					"unprognostic (8.54e-2)"		"unprognostic (9.00e-2)"
ANKRD2	ARPP	ENSG00000165887	"Ankyrin repeat domain 2"	Q9GZV1	10	97572499-97583884	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	62	"heart muscle: 422.8;skeletal muscle: 946.6;tongue: 791.6"	"Group enriched"	"Detected in some"	4	"Cardiomyocytes: 193.6;Skeletal myocytes: 103.4"	"Low cell type specificity"	"Detected in many"			"Group enriched"	"Detected in some"	5	"Kidney Renal Papillary Cell Carcinoma (TCGA): 17.9;Testicular Germ Cell Tumor (TCGA): 7.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Uterine cancer: 16.6"	"Skin - Keratinocyte (granular)"	"Low region specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"HPA040842, HPA040884"	Enhanced		Enhanced	Vesicles			NA	NA		5200000		"Cluster 12: Heart muscle - Cardiac muscle contraction"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 68: Cardiomyocytes - Muscle contraction"	6	Vesicles		"HPA040842: AB_10963794, HPA040884: AB_10969453"			"unprognostic (3.98e-2)"						"unprognostic (2.63e-3)"		"unprognostic (4.25e-2)"	"unprognostic (3.38e-2)"	"unprognostic (4.84e-2)"					"unprognostic (5.79e-2)"		"unprognostic (3.07e-1)"	"unprognostic (1.34e-1)"								"unprognostic (5.54e-2)"		
KLHL40	"KBTBD5, NEM8, SRYP"	ENSG00000157119	"Kelch like family member 40"	Q2TBA0	3	42685537-42692544	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Ubl conjugation pathway"	"Developmental protein"	"Disease variant, Nemaline myopathy"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	62	"skeletal muscle: 416.0;tongue: 155.9"	"Cell type enriched"	"Detected in some"	25	"Skeletal myocytes: 253.7"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Head and Neck Squamous Cell Carcinoma (TCGA): 1.3"	"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Late spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"HPA024463, HPA052201"	Enhanced						NA	NA				"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 11: White matter - Signal transduction"	"Cluster 33: Sarcoma - Muscle contraction"	"Cluster 2: Skeletal myocytes - Muscle contraction"	6			"HPA024463: AB_1852095, HPA052201: AB_2681759"									"unprognostic (4.67e-2)"																						
UCP3	SLC25A9	ENSG00000175564	"Uncoupling protein 3"	P55916	11	74000277-74009085	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Transporters"	Transport		"Diabetes mellitus, Disease variant, Obesity"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	62	"skeletal muscle: 379.3;tongue: 253.0"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 11.6;Late spermatids: 16.1;Skeletal myocytes: 51.7"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Not detected"	"Not detected"			"CAB010771, HPA072225"	Enhanced		Approved	"Nucleoplasm,Plasma membrane,Cytosol"			NA	NA				"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 48: Non-specific - Mixed function"	"Cluster 21: Lymphoma - Adaptive immune response"	"Cluster 2: Skeletal myocytes - Muscle contraction"	2	"Nucleoplasm, Cytosol"	"Plasma membrane"	"CAB010771: AB_261839, HPA072225: AB_2686498"			"unprognostic (4.14e-1)"	"unprognostic (8.90e-2)"			"unprognostic (6.98e-2)"		"unprognostic (7.68e-3)"	"unprognostic (5.21e-2)"																			"unprognostic (1.26e-1)"		
MYOT	"LGMD1, LGMD1A, TTID"	ENSG00000120729	Myotilin	Q9UBF9	5	137867858-137887851	"Disease related genes, Human disease related genes, Predicted intracellular proteins"		"Actin-binding, Muscle protein"	"Disease variant, Limb-girdle muscular dystrophy, Myofibrillar myopathy"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	61	"skeletal muscle: 2106.0;tongue: 1959.7"	"Cell type enriched"	"Detected in some"	5	"Skeletal myocytes: 406.9"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in some"		"Head and Neck Squamous Cell Carcinoma (TCGA): 6.3"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	6	"Sarcoma: 13.3"	"Adrenal gland - Schwann cells, Colon - Enteric glia cells, Skeletal muscle - Skeletal myocytes, Skeletal muscle - Skeletal myocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"HPA037733, HPA037734"	Enhanced						NA	NA		3100		"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 13: Oligodendrocytes - Mixed function"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 2: Skeletal myocytes - Muscle contraction"	7			"HPA037733: AB_10697082, HPA037734: AB_2675638"			"unprognostic (3.76e-1)"				"unprognostic (4.13e-2)"		"unprognostic (1.01e-4)"		"unprognostic (1.47e-3)"	"unprognostic (1.91e-3)"												"unprognostic (6.97e-2)"							
