Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
ALDH3B2	ALDH8	ENSG00000132746	"Aldehyde dehydrogenase 3 family member B2"	P48448	11	67662155-67681224	"Enzymes, FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Lipid metabolism"	Oxidoreductase	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"breast: 70.8;esophagus: 147.9;skin 1: 119.0;vagina: 39.8"	"Cell type enhanced"	"Detected in some"		"Breast glandular cells: 21.3;Glandular and luminal cells: 27.0;Squamous epithelial cells: 63.5;Suprabasal keratinocytes: 47.2;Syncytiotrophoblasts: 18.1"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Breast Invasive Carcinoma (TCGA): 67.2"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	7	"breast cancer: 104.9"	"Breast - Breast glandular cells, Breast - Breast glandular cells"	"Region enriched"	"Detected in single"	8	"olfactory bulb: 1.0"	"Not detected"	"Not detected"			HPA045132	Approved						NA	NA				"Cluster 27: Squamous epithelium - Keratinization"		"Cluster 27: Breast cancer - Unknown function"	"Cluster 59: Suprabasal keratinocytes - Cornification"	14			"HPA045132: AB_10795993"	"unprognostic (2.72e-1)"	"unprognostic (1.74e-1)"	"unprognostic (1.05e-1)"	"unprognostic (1.23e-2)"	"unprognostic (1.78e-1)"	"unprognostic (2.15e-1)"			"unprognostic (2.90e-1)"				"unprognostic (1.07e-1)"			"unprognostic (1.69e-2)"	"unprognostic (6.63e-2)"	"unprognostic (7.81e-2)"	"unprognostic (2.74e-2)"	"unprognostic (3.89e-1)"	"unprognostic (9.60e-2)"	"unprognostic (3.71e-2)"	"unprognostic (8.70e-2)"	"unprognostic (1.13e-1)"		"unprognostic (2.26e-3)"	"unprognostic (3.81e-2)"	"unprognostic (5.17e-2)"			"unprognostic (4.81e-2)"
ANXA8L1	"ANXA8L2, bA145E20.2, bA301J7.3"	ENSG00000264230	"Annexin A8 like 1"	Q5VT79	10	46375627-46391784	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"esophagus: 189.8;skin 1: 316.9;vagina: 97.5"	"Cell type enhanced"	"Detected in some"		"Basal keratinocytes: 24.2;Basal respiratory cells: 40.4;Basal squamous epithelial cells: 36.8;Mesothelial cells: 54.2;Squamous epithelial cells: 131.9;Suprabasal keratinocytes: 40.8"	"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	4	"Bladder Urothelial Carcinoma (TCGA): 63.6;Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 77.1;Head and Neck Squamous Cell Carcinoma (TCGA): 132.5;Lung Squamous Cell Carcinoma (TCGA): 53.8"	"Not detected"	"Not detected"			"Immune cell enhanced"	"Detected in some"		"classical monocyte: 1.2;myeloid DC: 2.1"	"Low lineage specificity"	"Detected in many"			"Cancer enhanced"	"Detected in many"		"cervical cancer: 189.5;head and neck cancer: 224.9"	"Adipose visceral - Mesothelial cells, Lung - Alveolar cells type 1, Skin - Keratinocyte (other)"									HPA046702			Approved	Vesicles			NA	NA				"Cluster 13: Skin - Cornification"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 12: Squamous epithelial cells - Keratinization"	3	Vesicles		"HPA046702: "	"unprognostic (6.13e-2)"	"unprognostic (6.01e-3)"	"unprognostic (4.64e-1)"	"unprognostic (1.18e-1)"					"unprognostic (2.95e-4)"			"unprognostic (3.68e-3)"	"unprognostic (1.82e-1)"	"unprognostic (2.82e-2)"		"unprognostic (1.31e-1)"	"unprognostic (1.82e-2)"	"unprognostic (4.02e-2)"	"unprognostic (2.15e-5)"	"unprognostic (1.37e-2)"		"unprognostic (3.03e-5)"		"unprognostic (2.59e-2)"			"unprognostic (1.48e-1)"	"unprognostic (3.11e-2)"		"unprognostic (2.98e-1)"	
BNIPL	"BNIP-S, BNIP-Salpha, BNIP-Sbeta, BNIPl-1, BNIPL-2, PP753"	ENSG00000163141	"BCL2 interacting protein like"	Q7Z465	1	151036321-151047720	"Predicted intracellular proteins, Predicted membrane proteins"	Apoptosis			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"esophagus: 124.9;skin 1: 176.2;vagina: 67.6"	"Cell type enhanced"	"Detected in many"		"Basal keratinocytes: 19.9;Club cells: 16.4;Squamous epithelial cells: 49.5;Suprabasal keratinocytes: 83.7"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Skin - Keratinocyte (other)"	"Group enriched"	"Detected in some"	9	"basal ganglia: 1.6;cerebellum: 2.4"	"Low region specificity"	"Detected in many"			HPA019946			Uncertain	Cytosol			NA	NA				"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 15: Non-specific - Transcription"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"	3	Cytosol		"HPA019946: AB_2732424"	"unprognostic (3.53e-1)"	"unprognostic (1.11e-2)"	"unprognostic (9.83e-2)"	"unprognostic (1.51e-2)"		"unprognostic (1.36e-1)"			"unprognostic (3.41e-2)"	"unprognostic (2.94e-2)"						"unprognostic (2.48e-2)"	"unprognostic (3.04e-1)"	"unprognostic (1.97e-1)"	"unprognostic (6.14e-2)"	"unprognostic (2.03e-1)"	"unprognostic (9.78e-2)"			"unprognostic (1.99e-1)"		"unprognostic (5.66e-2)"	"unprognostic (7.58e-2)"		"unprognostic (6.45e-2)"	"unprognostic (1.14e-3)"	"unprognostic (9.06e-2)"
IL20RB	"DIRS1, FNDC6, IL-20R2, MGC34923"	ENSG00000174564	"Interleukin 20 receptor subunit beta"	Q6UXL0	3	136946230-137011085	"Predicted membrane proteins"		Receptor		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"esophagus: 107.6;skin 1: 159.0;vagina: 64.1"	"Group enriched"	"Detected in many"	7	"Basal keratinocytes: 58.0;Basal respiratory cells: 112.2;Basal squamous epithelial cells: 53.0;Club cells: 29.7;Early spermatids: 71.4;Ionocytes: 46.0;Late spermatids: 32.1;Squamous epithelial cells: 58.3;Suprabasal keratinocytes: 102.6"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in many"		"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 69.4;Head and Neck Squamous Cell Carcinoma (TCGA): 68.0"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"cervical cancer: 56.6;head and neck cancer: 79.1"	"Minor Salivary Gland - Minor salivary gland basal cells, Prostate - Urothelial cells, Skin - Keratinocyte (other), Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in single"			HPA063914			Approved	Vesicles,Cytosol			NA	NA				"Cluster 27: Squamous epithelium - Keratinization"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 12: Squamous epithelial cells - Keratinization"	14	Vesicles	Cytosol	"HPA063914: AB_2732709"	"unprognostic (1.02e-2)"		"unprognostic (1.04e-1)"	"unprognostic (1.09e-1)"					"unprognostic (4.29e-1)"		"unprognostic (5.76e-9)"	"unprognostic (6.21e-4)"			"unprognostic (1.31e-1)"	"unprognostic (3.21e-4)"	"unprognostic (5.86e-2)"	"unprognostic (3.37e-2)"	"unprognostic (1.73e-2)"		"unprognostic (1.04e-1)"	"unprognostic (2.84e-4)"	"unprognostic (1.98e-3)"				"unprognostic (2.57e-1)"	"unprognostic (3.87e-1)"			
IVL		ENSG00000163207	Involucrin	P07476	1	152908546-152911886	"Plasma proteins, Predicted intracellular proteins"	Keratinization			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"cervix: 157.8;esophagus: 289.9;salivary gland: 91.7;skin 1: 155.9;vagina: 228.1"	"Cell type enriched"	"Detected in some"	10	"Suprabasal keratinocytes: 1001.6"	"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	4	"Bladder Urothelial Carcinoma (TCGA): 86.6;Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 79.2;Head and Neck Squamous Cell Carcinoma (TCGA): 200.9;Skin Cuteneous Melanoma (TCGA): 92.3"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Bladder cancer: 46.5;head and neck cancer: 43.5"	"Prostate - Urothelial cells"					"Not detected"	"Not detected"			"CAB002243, HPA055211"	Enhanced		Supported	"Nuclear bodies,Centrosome,Cytosol"			NA	NA		6600000		"Cluster 27: Squamous epithelium - Keratinization"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"	33	Cytosol	"Nuclear bodies, Centrosome"	"CAB002243: AB_563785, HPA055211: AB_2682739"	"unprognostic (1.99e-1)"		"unprognostic (4.81e-1)"	"unprognostic (8.63e-2)"					"unprognostic (1.57e-2)"							"unprognostic (1.65e-1)"	"unprognostic (6.35e-2)"	"unprognostic (1.45e-1)"	"unprognostic (1.96e-2)"				"unprognostic (8.83e-3)"				"unprognostic (2.28e-1)"	"unprognostic (2.69e-1)"	"unprognostic (3.75e-1)"	"unprognostic (1.21e-2)"	"unprognostic (3.99e-2)"
KRT15	"CK15, K15, K1CO"	ENSG00000171346	"Keratin 15"	P19012	17	41513745-41522529	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins"			"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"breast: 406.0;esophagus: 1124.3;skin 1: 1284.7;vagina: 410.6"	"Cell type enhanced"	"Detected in many"		"Basal keratinocytes: 1623.9;Basal respiratory cells: 1126.6;Basal squamous epithelial cells: 8361.0;Squamous epithelial cells: 3482.2"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 772.3;Head and Neck Squamous Cell Carcinoma (TCGA): 508.9;Lung Squamous Cell Carcinoma (TCGA): 643.8"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"cervical cancer: 522.2;head and neck cancer: 469.4"	"Minor Salivary Gland - Minor salivary gland basal cells, Prostate - Prostate basal glandular cells, Testis - Late spermatids"	"Region enhanced"	"Detected in single"		"white matter: 1.9"	"Not detected"	"Not detected"			"HPA023910, HPA024554"	Enhanced		Supported	"Nucleoplasm,Intermediate filaments"			No	No		400000000		"Cluster 27: Squamous epithelium - Keratinization"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 12: Squamous epithelial cells - Keratinization"	148	"Intermediate filaments"	Nucleoplasm	"HPA023910: AB_1852205, HPA024554: AB_1852207"	"unprognostic (1.45e-2)"	"unprognostic (4.34e-4)"	"unprognostic (4.40e-3)"	"unprognostic (9.09e-2)"	"unprognostic (3.31e-2)"	"unprognostic (6.02e-2)"			"unprognostic (1.57e-1)"				"unprognostic (1.02e-1)"		"unprognostic (2.13e-1)"	"unprognostic (1.33e-1)"	"unprognostic (5.63e-2)"	"unprognostic (1.85e-2)"	"unprognostic (2.05e-1)"	"unprognostic (3.16e-2)"	"unprognostic (3.83e-1)"	"unprognostic (1.86e-3)"	"unprognostic (4.66e-3)"	"unprognostic (1.33e-1)"	"unprognostic (8.96e-3)"	"unprognostic (4.02e-2)"	"unprognostic (1.75e-1)"	"unprognostic (3.01e-3)"	"unprognostic (1.35e-1)"	"unprognostic (2.67e-4)"	"unprognostic (1.09e-1)"
KRT5	"CK-5, EBS2, KRT5A"	ENSG00000186081	"Keratin 5"	P13647	12	52514575-52520530	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"			"Disease variant, Epidermolysis bullosa"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"esophagus: 5700.2;skin 1: 5734.4;vagina: 2086.4"	"Group enriched"	"Detected in many"	4	"Basal keratinocytes: 7143.4;Basal squamous epithelial cells: 2581.0;Squamous epithelial cells: 4374.6;Suprabasal keratinocytes: 2568.5"	"Cell type enriched"	"Detected in single"	24	"choroid plexus epithelial cell: 14.2"	"Cancer enhanced"	"Detected in many"		"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 4445.7;Head and Neck Squamous Cell Carcinoma (TCGA): 8493.2"	"Region enriched"	"Detected in many"	34	"choroid plexus: 129.6"	"Immune cell enriched"	"Detected in single"	327	"plasmacytoid DC: 32.6"	"Lineage enriched"	"Detected in single"	327	"dendritic cells: 32.6"	"Cancer enhanced"	"Detected in many"		"cervical cancer: 3091.5;Esophageal cancer: 1910.0;head and neck cancer: 3757.4"	"Minor Salivary Gland - Minor salivary gland basal cells, Prostate - Prostate basal glandular cells, Skin - Keratinocyte (other)"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in single"			"CAB000027, CAB000129, HPA059479, CAB080101"	Enhanced		Approved	"Intermediate filaments"			NA	NA		2900000000	"Cluster 44: Plasmacytoid DCs - Plasma membrane proteins"	"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 12: Squamous epithelial cells - Keratinization"	34	"Intermediate filaments"		"CAB000027: AB_2281083, CAB000129: , CAB080101: , HPA059479: AB_2684034"	"unprognostic (2.67e-3)"	"unprognostic (1.43e-4)"	"unprognostic (1.46e-1)"	"unprognostic (1.87e-1)"	"unprognostic (1.93e-2)"	"unprognostic (2.12e-2)"	"unprognostic (1.09e-1)"		"unprognostic (2.01e-1)"				"unprognostic (2.06e-1)"		"unprognostic (1.11e-1)"	"unprognostic (1.02e-1)"	"unprognostic (8.13e-2)"	"unprognostic (2.78e-2)"	"unprognostic (9.86e-2)"	"unprognostic (7.82e-2)"	"unprognostic (4.20e-2)"	"unprognostic (2.29e-2)"	"unprognostic (6.41e-4)"	"unprognostic (1.39e-1)"		"unprognostic (4.72e-2)"	"unprognostic (1.67e-1)"	"unprognostic (7.84e-2)"	"unprognostic (6.51e-2)"	"unprognostic (1.08e-1)"	"unprognostic (3.81e-2)"
KRT6A	"CK6C, CK6D, K6C, K6D, KRT6C, KRT6D"	ENSG00000205420	"Keratin 6A"	P02538	12	52487176-52493257	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"			"Allergen, Disease variant, Ectodermal dysplasia, Palmoplantar keratoderma"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"cervix: 2454.5;esophagus: 7132.4;vagina: 4797.1"	"Cell type enhanced"	"Detected in some"		"Basal keratinocytes: 5591.4;Serous glandular cells: 2833.1;Suprabasal keratinocytes: 12137.5"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Head and Neck Squamous Cell Carcinoma (TCGA): 8734.7"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 2730.0;head and neck cancer: 1413.8"	"Skin - Outer root sheath cells"									"HPA045697, HPA061168"	Supported		Enhanced	"Intermediate filaments"			NA	NA		3400000000		"Cluster 29: Squamous epithelium - Innate immune response"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"	45	"Intermediate filaments"		"HPA045697: AB_2679422, HPA061168: AB_2684440"	"unprognostic (9.27e-2)"	"unprognostic (8.81e-3)"	"unprognostic (9.62e-2)"	"unprognostic (3.00e-1)"	"unprognostic (2.93e-2)"	"unprognostic (1.41e-2)"			"unprognostic (2.55e-1)"							"unprognostic (2.03e-7)"	"unprognostic (3.05e-1)"	"unprognostic (2.94e-2)"	"unprognostic (2.83e-2)"	"unprognostic (7.25e-3)"	"unprognostic (2.17e-1)"	"unprognostic (8.44e-4)"	"unprognostic (1.50e-4)"	"unprognostic (7.34e-2)"	"unprognostic (1.87e-1)"	"unprognostic (1.05e-1)"	"unprognostic (2.44e-1)"	"unprognostic (1.15e-1)"	"unprognostic (8.64e-2)"	"unprognostic (1.01e-1)"	"unprognostic (6.31e-2)"
KRTDAP	"KDAP, UNQ467"	ENSG00000188508	"Keratinocyte differentiation associated protein"	P60985	19	35487324-35495558	"Plasma proteins, Predicted secreted proteins"	Differentiation			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"skin 1: 5957.2;vagina: 1682.9"	"Cell type enriched"	"Detected in some"	15	"Suprabasal keratinocytes: 8460.7"	"Cell type enhanced"	"Detected in some"		"choroid plexus epithelial cell: 1.7"	"Group enriched"	"Detected in many"	4	"Head and Neck Squamous Cell Carcinoma (TCGA): 1407.6;Skin Cuteneous Melanoma (TCGA): 486.5"	"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	17	"Esophageal cancer: 42.8;head and neck cancer: 38.2"		"Region enriched"	"Detected in single"	6	"white matter: 1.6"	"Not detected"	"Not detected"			HPA063474	Enhanced				"Secreted in other tissues"	Other	NA	NA		15000000		"Cluster 13: Skin - Cornification"	"Cluster 32: Cerebral cortex - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"				"HPA063474: AB_2685019"	"unprognostic (3.43e-1)"	"unprognostic (1.42e-1)"	"unprognostic (1.39e-1)"	"unprognostic (2.77e-1)"					"unprognostic (8.72e-2)"							"unprognostic (8.95e-2)"		"unprognostic (1.92e-2)"	"unprognostic (2.76e-1)"	"unprognostic (1.27e-2)"	"unprognostic (1.56e-1)"						"unprognostic (1.40e-1)"	"unprognostic (6.65e-2)"	"unprognostic (1.14e-1)"		"unprognostic (4.59e-1)"
PGLYRP4	"PGLYRPIbeta, PGRP-Ibeta, PGRPIB, SBBI67"	ENSG00000163218	"Peptidoglycan recognition protein 4"	Q96LB8	1	153330120-153348841	"Metabolic proteins, Predicted secreted proteins"	"Immunity, Innate immunity"	"Antibiotic, Antimicrobial"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"cervix: 8.3;esophagus: 7.9;skin 1: 14.6;vagina: 9.9"	"Group enriched"	"Detected in some"	4	"Basal respiratory cells: 30.5;Ionocytes: 13.3;Suprabasal keratinocytes: 21.5"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Head and Neck Squamous Cell Carcinoma (TCGA): 9.6"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	10	"head and neck cancer: 7.3"	"Lung - Respiratory ciliated cells, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			CAB025879			Approved	"Vesicles,Plasma membrane"	"Secreted in other tissues"	Immunity	NA	NA				"Cluster 27: Squamous epithelium - Keratinization"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 35: Respiratory epithelial cells - Unknown function"		"Vesicles, Plasma membrane"		"CAB025879: "	"unprognostic (8.44e-2)"		"unprognostic (7.54e-2)"	"unprognostic (1.24e-1)"					"unprognostic (4.15e-3)"							"unprognostic (4.53e-2)"	"unprognostic (7.89e-2)"	"unprognostic (2.59e-1)"	"unprognostic (9.93e-2)"								"unprognostic (1.49e-1)"				
RAET1L		ENSG00000155918	"Retinoic acid early transcript 1L"	Q5VY80	6	150018334-150025532	"Predicted membrane proteins"	"Host-virus interaction, Immunity"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"esophagus: 56.4;vagina: 16.7"	"Cell type enhanced"	"Detected in some"		"Basal keratinocytes: 9.5;Basal respiratory cells: 5.2;Collecting duct cells: 11.7;Squamous epithelial cells: 8.1;Suprabasal keratinocytes: 33.9"	"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	5	"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 6.6;Head and Neck Squamous Cell Carcinoma (TCGA): 16.5;Lung Squamous Cell Carcinoma (TCGA): 12.4"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"cervical cancer: 14.0;Gallbladder cancer: 20.6"										HPA066741			Supported	"Vesicles,Plasma membrane"			NA	NA				"Cluster 29: Squamous epithelium - Innate immune response"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"	2	"Vesicles, Plasma membrane"		"HPA066741: "	"unprognostic (3.65e-3)"		"unprognostic (2.04e-1)"	"unprognostic (9.98e-2)"	"unprognostic (3.79e-1)"	"unprognostic (1.09e-1)"			"unprognostic (6.17e-2)"									"unprognostic (8.70e-2)"	"unprognostic (1.39e-1)"			"unprognostic (1.09e-2)"	"unprognostic (5.77e-2)"		"unprognostic (3.20e-1)"	"unprognostic (1.21e-1)"		"unprognostic (1.41e-1)"			
S100A7	"PSOR1, S100A7c"	ENSG00000143556	"S100 calcium binding protein A7"	P31151	1	153457744-153460651	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"			"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"esophagus: 1036.0;lymphoid tissue: 1202.2;skin 1: 336.5;vagina: 990.0"	"Group enriched"	"Detected in some"	10	"Basal keratinocytes: 2303.5;granulocytes: 727.6;Serous glandular cells: 2137.1"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Head and Neck Squamous Cell Carcinoma (TCGA): 2895.7;Skin Cuteneous Melanoma (TCGA): 1313.9"	"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	8	"head and neck cancer: 469.5"										"CAB001453, HPA006997, CAB033766"	Enhanced		Supported	Cytosol	"Secreted in other tissues"	"No annotated function"	NA	NA				"Cluster 29: Squamous epithelium - Innate immune response"	"Cluster 2: Neurons - Nucleosome"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 12: Squamous epithelial cells - Keratinization"	37	Cytosol		"CAB001453: AB_564004, CAB033766: AB_2269963, HPA006997: AB_1079860"	"unprognostic (1.45e-1)"	"unprognostic (2.80e-1)"	"unprognostic (4.30e-1)"	"unprognostic (1.22e-1)"	"unprognostic (1.61e-1)"	"unprognostic (4.77e-2)"			"unprognostic (8.76e-2)"				"unprognostic (7.55e-3)"		"unprognostic (6.95e-1)"	"unprognostic (1.91e-2)"	"unprognostic (2.23e-1)"	"unprognostic (7.76e-2)"	"unprognostic (3.85e-2)"	"unprognostic (1.17e-1)"	"unprognostic (1.62e-1)"	"unprognostic (1.52e-1)"	"unprognostic (1.08e-3)"		"unprognostic (1.38e-2)"	"unprognostic (2.09e-2)"	"unprognostic (2.05e-1)"	"unprognostic (2.45e-1)"	"unprognostic (1.56e-1)"		"unprognostic (1.30e-1)"
