Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
FOXE1	"FKHL15, FOXE2, HFKH4, TITF2, TTF-2"	ENSG00000178919	"Forkhead box E1"	O00358	9	97853226-97856717	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding	"Congenital hypothyroidism, Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	8	"thyroid gland: 188.7"	"Cell type enhanced"	"Detected in some"		"Basal keratinocytes: 8.9;Basal respiratory cells: 8.2;Basal squamous epithelial cells: 7.3;Ionocytes: 6.6;Squamous epithelial cells: 5.8;Suprabasal keratinocytes: 8.0"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Thyroid Carcinoma (TCGA): 100.4"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Adrenocortical cancer: 38.9;cervical cancer: 20.8"	"Thyroid gland - Thyroid glandular cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA				"Cluster 51: Thyroid gland - Unknown function"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 12: Squamous epithelial cells - Keratinization"	1				"unprognostic (1.48e-1)"		"unprognostic (4.22e-1)"	"unprognostic (3.80e-2)"					"unprognostic (3.14e-2)"							"unprognostic (3.37e-3)"		"unprognostic (1.40e-3)"	"unprognostic (1.49e-4)"											"unprognostic (2.00e-1)"	
IPCEF1	"KIAA0403, PIP3-E"	ENSG00000074706	"Interaction protein for cytohesin exchange factors 1"	Q8WWN9	6	154154496-154356803	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	8	"bone marrow: 16.5;brain: 19.1;lymphoid tissue: 13.2;thyroid gland: 35.1"	"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 116.0;Microglial cells: 241.6;NK-cells: 58.4;T-cells: 68.8"	"Cell type enhanced"	"Detected in many"		"central nervous system macrophage: 62.9"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Group enriched"	"Detected in some"	9	"Leukemia: 6.4;lymphoma: 7.3"	"Adrenal gland - T-cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA028708, HPA028710"	Supported		Approved	"Nucleoli,Nuclear speckles,Plasma membrane,Cytoplasmic bodies"			NA	NA			"Cluster 3: Non-specific - Nuclear processes"	"Cluster 40: Non-specific - Transcription"	"Cluster 53: Neurons - Mixed function"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"	11	"Nuclear speckles, Plasma membrane"	"Nucleoli, Cytoplasmic bodies"	"HPA028708: AB_10601916, HPA028710: AB_2732442"			"unprognostic (9.25e-2)"			"unprognostic (8.20e-2)"	"unprognostic (1.74e-1)"	"unprognostic (9.38e-3)"		"unprognostic (9.96e-3)"	"unprognostic (1.63e-5)"	"unprognostic (2.43e-2)"	"unprognostic (4.49e-2)"			"unprognostic (1.14e-2)"	"unprognostic (1.20e-1)"		"unprognostic (1.42e-1)"			"unprognostic (9.02e-2)"	"unprognostic (2.65e-1)"			"unprognostic (9.41e-2)"			"unprognostic (9.51e-2)"	"unprognostic (1.92e-2)"	
NAT16	"C7orf52, FLJ39237"	ENSG00000167011	"N-acetyltransferase 16 (putative)"	Q8N8M0	7	101170496-101180293	"Metabolic proteins, Predicted intracellular proteins"		"Acyltransferase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	8	"brain: 4.6;pancreas: 2.2;pituitary gland: 3.5;retina: 6.7;thyroid gland: 1.7"	"Cell type enriched"	"Detected in some"	11	"Horizontal cells: 83.1"	"Cell type enhanced"	"Detected in many"		"LAMP5-LHX6 and Chandelier: 8.2"	"Cancer enhanced"	"Detected in some"		"Glioblastoma Multiforme (TCGA): 3.1;Skin Cuteneous Melanoma (TCGA): 4.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"skin cancer: 4.2"	"Adrenal gland - Adrenal medulla cells, Pancreas - Alpha cells, Pancreas - Beta cells"									HPA021918	Uncertain		Approved	Nucleoplasm			NA	NA				"Cluster 17: Neuronal - Synaptic function"	"Cluster 38: Sub-cortical - Mixed function"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 71: Horizontal & Bipolar cells - Neuronal signaling"		Nucleoplasm		"HPA021918: AB_1848922"							"unprognostic (6.02e-2)"																				"unprognostic (5.24e-5)"			"unprognostic (3.26e-6)"	
PAX8	PAX-8	ENSG00000125618	"Paired box 8"	Q06710	2	113215997-113278921	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Differentiation, Transcription, Transcription regulation"	"Developmental protein, DNA-binding"	"Cancer-related genes, Congenital hypothyroidism, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	8	"kidney: 260.2;thyroid gland: 548.5"	"Cell type enhanced"	"Detected in many"		"Basal prostatic cells: 60.5;Collecting duct cells: 221.7;Glandular and luminal cells: 235.1;Proximal tubular cells: 117.0;Secretory cells: 102.8"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in many"		"Thyroid Carcinoma (TCGA): 281.3"	"Low region specificity"	"Detected in many"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in many"			"Group enriched"	"Detected in many"	6	"Kidney cancer: 107.3;ovarian cancer: 135.6;Sarcoma: 61.2;thyroid cancer: 75.1;Uterine cancer: 158.2"		"Region enriched"	"Detected in some"	4	"pons and medulla: 5.5"					"HPA030062, CAB055097, CAB061888, HPA064554"	Enhanced		Enhanced	Nucleoplasm			NA	NA			"Cluster 18: Non-specific - Translation"	"Cluster 51: Thyroid gland - Unknown function"	"Cluster 43: Hindbrain - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 37: Glandular & Luminal cells - Unknown function"	16	Nucleoplasm		"CAB055097: AB_2236705, CAB061888: AB_10895719, HPA030062: AB_10603982, HPA064554: AB_2685283"	"unprognostic (2.30e-5)"	"unprognostic (1.53e-2)"	"unprognostic (1.03e-2)"	"unprognostic (3.98e-1)"	"unprognostic (1.90e-1)"	"unprognostic (1.16e-1)"	"unprognostic (1.69e-2)"		"unprognostic (1.09e-3)"	"unprognostic (2.92e-3)"	"unprognostic (1.73e-1)"	"unprognostic (6.38e-2)"	"unprognostic (3.14e-3)"	"unprognostic (4.16e-3)"		"unprognostic (4.37e-2)"	"unprognostic (1.35e-1)"	"unprognostic (7.89e-3)"	"unprognostic (6.67e-2)"	"unprognostic (9.30e-2)"	"unprognostic (7.09e-3)"	"unprognostic (1.03e-1)"	"unprognostic (1.83e-3)"		"unprognostic (9.58e-2)"	"unprognostic (1.35e-1)"	"unprognostic (3.39e-1)"	"unprognostic (1.30e-1)"	"unprognostic (2.60e-1)"	"unprognostic (4.99e-3)"	"unprognostic (2.38e-1)"
RTN4RL2	"NgR2, NGRH1"	ENSG00000186907	"Reticulon 4 receptor like 2"	Q86UN3	11	57460528-57477534	"Plasma proteins, Predicted intracellular proteins"		Receptor		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	8	"brain: 35.2;liver: 39.7;thyroid gland: 29.5"	"Cell type enhanced"	"Detected in many"		"Bipolar cells: 20.4;Excitatory neurons: 16.1;Hepatocytes: 11.9;Oligodendrocyte precursor cells: 9.0"	"Cell type enhanced"	"Detected in many"		"deep-layer intratelencephalic: 52.0"	"Low cancer specificity"	"Detected in all"			"Group enriched"	"Detected in all"	10	"amygdala: 72.3;basal ganglia: 61.2;cerebral cortex: 116.1;hippocampal formation: 86.0;white matter: 49.6"	"Immune cell enhanced"	"Detected in single"		"myeloid DC: 1.0"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Adipose progenitor cells, Adipose visceral - Adipose progenitor cells, Heart muscle - Fibroblasts, Pituitary gland - Corticotropes, Skin - Keratinocyte (other), Spleen - Fibroblast_1"	"Low region specificity"	"Detected in many"			"Group enriched"	"Detected in many"	9	"amygdala: 25.0;cerebral cortex: 45.0;hippocampal formation: 38.9"						"Intracellular and membrane"	Receptor	NA	NA		22000000		"Cluster 69: Liver - Oxidoreductase activity"	"Cluster 51: Neurons - Mixed function"	"Cluster 11: Neuronal - Sensory perception"	"Cluster 34: Neurons - Neuronal signaling"	1				"unprognostic (1.11e-1)"	"unprognostic (1.32e-3)"	"unprognostic (6.09e-2)"	"unprognostic (1.20e-1)"	"unprognostic (4.58e-2)"	"unprognostic (1.36e-3)"	"unprognostic (2.13e-1)"		"unprognostic (1.19e-1)"	"unprognostic (1.03e-2)"	"unprognostic (4.49e-2)"	"unprognostic (3.95e-2)"	"unprognostic (1.16e-2)"	"unprognostic (2.32e-2)"	"unprognostic (1.28e-1)"	"unprognostic (7.30e-2)"	"unprognostic (7.71e-2)"	"unprognostic (2.58e-1)"	"unprognostic (9.24e-2)"	"unprognostic (1.06e-1)"	"unprognostic (3.29e-1)"	"unprognostic (2.91e-2)"		"unprognostic (2.44e-1)"	"unprognostic (1.18e-1)"	"unprognostic (5.10e-2)"	"unprognostic (5.05e-2)"	"unprognostic (1.34e-2)"	"unprognostic (1.72e-2)"	"unprognostic (7.65e-3)"	"unprognostic (1.45e-1)"
TRMT9B	"C8orf79, FLJ36980, hTRM9L, KIAA1456, TRM9L"	ENSG00000250305	"TRNA methyltransferase 9B (putative)"	Q9P272	8	12945642-13031503	"Predicted intracellular proteins"	"tRNA processing"	"Methyltransferase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	8	"brain: 66.2;choroid plexus: 84.6;retina: 23.8;thyroid gland: 32.7"	"Cell type enhanced"	"Detected in many"		"Bipolar cells: 108.9;Cone photoreceptor cells: 90.1;Excitatory neurons: 113.8;Horizontal cells: 63.6;Inhibitory neurons: 97.8;Rod photoreceptor cells: 111.0"	"Cell type enriched"	"Detected in all"	5	"choroid plexus epithelial cell: 4192.3"	"Cancer enhanced"	"Detected in some"		"Kidney Chromophobe (TCGA): 6.7;Thyroid Carcinoma (TCGA): 5.8"	"Group enriched"	"Detected in all"	8	"cerebellum: 261.6;choroid plexus: 811.8"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	16	"Bone cancer: 47.9"		"Low region specificity"	"Detected in all"			"Region enhanced"	"Detected in many"		"cerebellum: 41.6"	HPA024673	Approved		Approved	Nucleoplasm,Cytosol			NA	NA				"Cluster 28: Neuronal - Transcription"	"Cluster 5: Non-specific - Mixed function"	"Cluster 12: Bone cancer - Neuronal signaling"	"Cluster 69: Neurons - Neuronal signaling"		Nucleoplasm	Cytosol	"HPA024673: AB_1845788"						"unprognostic (9.67e-3)"	"unprognostic (5.10e-2)"	"unprognostic (1.92e-3)"		"unprognostic (6.55e-2)"	"unprognostic (1.68e-4)"	"unprognostic (1.48e-4)"	"unprognostic (4.57e-4)"										"unprognostic (1.03e-1)"			"unprognostic (2.36e-1)"	"unprognostic (1.73e-1)"			"unprognostic (5.52e-4)"	
CALCB	"CALC2, CGRP-II, FLJ30166"	ENSG00000175868	"Calcitonin related polypeptide beta"	P10092	11	14904997-15082342	"FDA approved drug targets, Plasma proteins, Predicted secreted proteins"		Hormone	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	7	"brain: 9.3;thyroid gland: 20.0"	"Cell type enhanced"	"Detected in some"		"Melanocytes: 3.4;Oocytes: 2.2;Spermatocytes: 1.6;Spermatogonia: 4.3;T-cells: 1.2"	"Cell type enhanced"	"Detected in many"		"thalamic excitatory: 31.5;upper rhombic lip: 50.4"	"Cancer enhanced"	"Detected in some"		"Colon Adenocarcinoma (TCGA): 11.3;Uterine Corpus Endometrial Carcinoma (TCGA): 25.1"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	4	"Bone cancer: 19.8;colorectal cancer: 60.6;thyroid cancer: 62.5"	"Colon - Colon enteroendocrine cells, Thyroid gland - Parafollicular cells"	"Region enriched"	"Detected in some"	7	"pons and medulla: 9.6"	"Group enriched"	"Detected in all"	5	"amygdala: 42.9;basal ganglia: 101.5;hypothalamus: 69.1;midbrain: 47.2;pons: 56.7"	HPA059886		Supported			"Secreted to blood"	Hormone	NA	NA	4500			"Cluster 51: Thyroid gland - Unknown function"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 7: T-cells - T-cell receptor"	5			"HPA059886: "	"unprognostic (3.87e-2)"		"unprognostic (5.44e-1)"		"unprognostic (5.16e-2)"	"unprognostic (2.84e-1)"										"unprognostic (2.20e-1)"	"unprognostic (1.12e-1)"	"unprognostic (1.89e-1)"			"unprognostic (1.07e-1)"					"unprognostic (3.40e-2)"				"unprognostic (2.12e-1)"	"unprognostic (4.38e-2)"
COL23A1	DKFZp434K0621	ENSG00000050767	"Collagen type XXIII alpha 1 chain"	Q86Y22	5	178237476-178590393	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"heart muscle: 21.4;thyroid gland: 76.2"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 19.2;Basal prostatic cells: 15.4;Excitatory neurons: 21.1;Melanocytes: 12.0;Muller glia cells: 55.3"	"Cell type enhanced"	"Detected in all"		"bergmann glia: 282.8"	"Cancer enhanced"	"Detected in some"		"Kidney Renal Clear Cell Carcinoma (TCGA): 16.7"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bone cancer: 5.2;Leukemia: 9.6"		"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA067824	Uncertain						NA	NA				"Cluster 51: Thyroid gland - Unknown function"	"Cluster 40: Astrocytes - Astrocyte-neuron interactions"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 10: Muller glia cells - Visual perception"	1			"HPA067824: AB_2685907"			"unprognostic (8.12e-2)"					"unprognostic (3.77e-2)"			"unprognostic (5.39e-4)"	"unprognostic (2.98e-3)"	"unprognostic (2.80e-2)"							"unprognostic (8.82e-3)"	"unprognostic (6.85e-2)"								"unprognostic (9.33e-2)"	"unprognostic (5.61e-3)"	
HRK	DP5	ENSG00000135116	"Harakiri, BCL2 interacting protein"	O00198	12	116856144-116881441	"Predicted intracellular proteins, Predicted membrane proteins"	Apoptosis			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	6	"brain: 7.9;choroid plexus: 3.3;lymphoid tissue: 3.4;pituitary gland: 2.7;thyroid gland: 3.7"	"Cell type enhanced"	"Detected in some"		"Ciliated cells: 11.3;Cone photoreceptor cells: 8.5;Excitatory neurons: 9.2;Late spermatids: 8.0;Paneth cells: 7.8;Sertoli cells: 13.6"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in many"		"Skin Cuteneous Melanoma (TCGA): 4.3"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	30	"eosinophil: 1.3;memory B-cell: 3.7;naive B-cell: 3.9"	"Group enriched"	"Detected in many"	27	"B-cells: 3.9;granulocytes: 1.3"	"Cancer enhanced"	"Detected in many"		"lymphoma: 9.1"	"Lung - Respiratory ciliated cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			CAB025973	Uncertain						NA	NA			"Cluster 12: Non-specific - Mitochondrial translation"	"Cluster 33: Brain - Neuronal signaling"	"Cluster 29: Forebrain - Mixed function"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 42: Ciliated cells - Cilium assembly"	3			"CAB025973: "			"unprognostic (1.89e-1)"	"unprognostic (1.00e-2)"			"unprognostic (2.40e-1)"	"unprognostic (4.31e-3)"		"unprognostic (2.47e-1)"			"unprognostic (2.32e-1)"														"unprognostic (1.46e-1)"		"unprognostic (6.95e-2)"	"unprognostic (4.84e-1)"	
IGFBPL1	bA113O24.1	ENSG00000137142	"Insulin like growth factor binding protein like 1"	Q8WX77	9	38406528-38424454	"Predicted secreted proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	6	"thyroid gland: 16.0"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 13.8;Enteroendocrine cells: 7.5;Hofbauer cells: 5.9;Late spermatids: 25.3;Oocytes: 8.8"	"Cell type enhanced"	"Detected in many"		"midbrain-derived inhibitory: 24.4"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	7	"Neuroblastoma: 122.0;testis cancer: 222.3"	"Adipose subcutaneous - Smooth muscle cells, Adrenal gland - Adrenal medulla cells, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA051354	Uncertain		Uncertain	Nucleoplasm,Vesicles	"Secreted to blood"	"No annotated function"	NA	NA				"Cluster 51: Thyroid gland - Unknown function"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 10: Muller glia cells - Visual perception"		"Nucleoplasm, Vesicles"		"HPA051354: "	"unprognostic (2.86e-1)"	"unprognostic (1.38e-1)"	"unprognostic (1.30e-1)"	"unprognostic (9.71e-2)"		"unprognostic (3.86e-2)"	"unprognostic (7.94e-2)"	"unprognostic (2.28e-3)"						"unprognostic (2.78e-1)"		"unprognostic (1.67e-2)"	"unprognostic (8.13e-3)"	"unprognostic (2.60e-1)"	"unprognostic (1.31e-5)"	"unprognostic (3.52e-1)"		"unprognostic (4.60e-2)"				"unprognostic (3.96e-2)"		"unprognostic (2.54e-1)"	"unprognostic (4.77e-2)"	"unprognostic (3.44e-2)"	"unprognostic (1.02e-1)"
LIPG	EDL	ENSG00000101670	"Lipase G, endothelial type"	Q9Y5X9	18	49560699-49599185	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Lipid degradation, Lipid metabolism"	"Heparin-binding, Hydrolase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"placenta: 144.4;thyroid gland: 235.2"	"Cell type enhanced"	"Detected in many"		"Cone photoreceptor cells: 25.5;Extravillous trophoblasts: 73.5;Glandular and luminal cells: 35.0;Hepatocytes: 61.8;Syncytiotrophoblasts: 29.5"	"Group enriched"	"Detected in many"	6	"central nervous system macrophage: 38.0;cerebellar inhibitory: 103.6"	"Cancer enriched"	"Detected in many"	5	"Thyroid Carcinoma (TCGA): 59.9"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"				"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA016966	Uncertain				"Secreted to blood"	Enzyme	NA	NA	657000000	1200000		"Cluster 58: Placenta - Pregnancy"	"Cluster 44: Non-specific - Mixed function"	"Cluster 48: Adipocytes & Endothelial cells - Angiogenesis"	"Cluster 50: Connective tissue cells - ECM organization"	29			"HPA016966: AB_1852893"	"unprognostic (1.45e-2)"	"unprognostic (2.91e-2)"	"unprognostic (8.01e-2)"	"unprognostic (1.36e-3)"	"unprognostic (6.88e-2)"	"unprognostic (8.14e-2)"	"unprognostic (1.06e-1)"	"unprognostic (4.47e-3)"	"unprognostic (3.21e-1)"	"unprognostic (1.85e-2)"	"unprognostic (1.58e-1)"	"unprognostic (3.55e-2)"	"unprognostic (2.82e-1)"	"unprognostic (1.27e-1)"	"unprognostic (1.73e-1)"	"unprognostic (7.24e-2)"	"unprognostic (2.26e-2)"	"unprognostic (5.80e-3)"	"unprognostic (1.63e-2)"	"unprognostic (2.80e-1)"	"unprognostic (2.24e-2)"	"unprognostic (4.06e-2)"	"unprognostic (2.59e-1)"		"unprognostic (4.80e-2)"	"unprognostic (4.96e-3)"	"unprognostic (4.44e-1)"	"unprognostic (1.41e-2)"	"unprognostic (6.06e-2)"	"unprognostic (3.17e-2)"	"unprognostic (3.56e-1)"
SCUBE3	"CEGF3, FLJ34743"	ENSG00000146197	"Signal peptide, CUB domain and EGF like domain containing 3"	Q8IX30	6	35213956-35253079	"Disease related genes, Human disease related genes, Predicted secreted proteins"			"Disease variant, Dwarfism"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	6	"thyroid gland: 28.1"	"Cell type enhanced"	"Detected in some"		"Fibroblasts: 7.1;Horizontal cells: 8.2;Rod photoreceptor cells: 10.4;Smooth muscle cells: 6.6"	"Cell type enhanced"	"Detected in all"		"LAMP5-LHX6 and Chandelier: 30.8"	"Cancer enhanced"	"Detected in many"		"Thyroid Carcinoma (TCGA): 10.3"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Brain cancer: 11.1;testis cancer: 9.4"	"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Lung - Smooth muscle cells, Minor Salivary Gland - Smooth muscle cells, Prostate - Smooth muscle cells, Skeletal muscle - Smooth muscle cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA040606	Uncertain		Supported	"Plasma membrane"	"Secreted to blood"	"No annotated function"	NA	NA	1890000	940000		"Cluster 51: Thyroid gland - Unknown function"	"Cluster 48: Non-specific - Mixed function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 32: Smooth muscle cells - Muscle contraction"	1	"Plasma membrane"		"HPA040606: AB_10795383"	"unprognostic (4.53e-2)"	"unprognostic (5.65e-2)"	"unprognostic (2.09e-1)"	"unprognostic (8.40e-2)"		"unprognostic (1.91e-1)"			"unprognostic (1.46e-1)"							"unprognostic (2.95e-1)"	"unprognostic (2.12e-2)"	"unprognostic (1.91e-1)"	"unprognostic (4.06e-2)"	"unprognostic (1.42e-1)"		"unprognostic (2.39e-1)"	"unprognostic (1.38e-1)"		"unprognostic (3.08e-1)"	"unprognostic (3.07e-1)"	"unprognostic (5.48e-2)"		"unprognostic (2.00e-1)"	"unprognostic (2.72e-5)"	"unprognostic (9.82e-2)"
