Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
MS4A15		ENSG00000166961	"Membrane spanning 4-domains A15"	Q8N5U1	11	60756867-60776733	"Predicted membrane proteins"		Receptor		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enriched"	"Detected in some"	11	"lung: 42.5"	"Cell type enriched"	"Detected in some"	6	"Alveolar cells type 1: 23.1"	"Cell type enhanced"	"Detected in single"		"deep-layer corticothalamic and 6b: 2.8"	"Cancer enhanced"	"Detected in many"		"Lung Adenocarcinoma (TCGA): 18.1"	"Low region specificity"	"Detected in some"			"Immune cell enhanced"	"Detected in single"		"T-reg: 3.2"	"Lineage enriched"	"Detected in single"	12	"T-cells: 3.2"	"Cancer enhanced"	"Detected in some"		"colorectal cancer: 2.1;lung cancer: 2.8;Myeloma: 2.9"	"Lung - Alveolar cells type 1"	"Region enriched"	"Detected in some"	28	"olfactory bulb: 166.8"	"Region enriched"	"Detected in some"	27	"olfactory bulb: 27.3"	HPA054563			Approved	"Plasma membrane,Cytosol"			NA	NA			"Cluster 16: Non-specific - Cell proliferation"	"Cluster 57: Lung - Lung function"	"Cluster 37: Neurons - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 72: Alveolar cells - Lung function"		"Plasma membrane"	Cytosol	"HPA054563: "	"unprognostic (2.23e-2)"	"unprognostic (2.77e-1)"	"unprognostic (2.72e-2)"													"unprognostic (2.96e-4)"	"unprognostic (2.54e-2)"	"unprognostic (7.49e-3)"	"unprognostic (2.26e-1)"	"unprognostic (1.20e-1)"							"unprognostic (2.17e-1)"	"unprognostic (1.41e-3)"			
NAPSA	"KAP, Kdap, NAP1, NAPA"	ENSG00000131400	"Napsin A aspartic peptidase"	O96009	19	50358472-50365830	"Enzymes, Plasma proteins, Predicted secreted proteins"		"Aspartyl protease, Hydrolase, Protease"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	11	"lung: 1011.1"	"Group enriched"	"Detected in many"	11	"Alveolar cells type 1: 1756.1;Alveolar cells type 2: 4693.6"	"Low cell type specificity"	"Detected in some"			"Cancer enriched"	"Detected in many"	11	"Lung Adenocarcinoma (TCGA): 1516.3"	"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	5	"memory B-cell: 2.8;plasmacytoid DC: 4.9"	"Group enriched"	"Detected in many"	9	"B-cells: 2.8;dendritic cells: 4.9"	"Cancer enhanced"	"Detected in some"		"lung cancer: 13.4;lymphoma: 19.4;ovarian cancer: 32.3"	"Kidney - Proximal tubular cells, Lung - Alveolar cells type 2, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"CAB009591, HPA045280, HPA047236, HPA047744"	Enhanced				"Secreted in other tissues"	Enzyme	NA	NA		12000000	"Cluster 13: Non-specific - Mitochondria"	"Cluster 57: Lung - Lung function"		"Cluster 15: Kidney cancer - Membrane components"	"Cluster 72: Alveolar cells - Lung function"	4			"CAB009591: , HPA045280: AB_2679283, HPA047236: AB_2679993, HPA047744: AB_2680143"			"unprognostic (5.26e-2)"	"unprognostic (3.01e-2)"	"unprognostic (4.34e-2)"						"unprognostic (5.21e-7)"	"unprognostic (3.16e-4)"	"unprognostic (3.48e-2)"			"unprognostic (1.66e-3)"	"unprognostic (1.15e-1)"	"unprognostic (8.88e-3)"	"unprognostic (5.54e-2)"		"unprognostic (1.48e-1)"									"unprognostic (1.54e-2)"	"unprognostic (2.58e-2)"
PF4	"CXCL4, SCYB4"	ENSG00000163737	"Platelet factor 4"	P02776	4	73980811-73982027	"Cancer-related genes, Candidate cardiovascular disease genes, Plasma proteins, Predicted secreted proteins"	Chemotaxis	"Cytokine, Heparin-binding"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	11	"bone marrow: 29.2;lung: 10.2;lymphoid tissue: 30.8"	"Cell type enhanced"	"Detected in some"		"B-cells: 6.3;Ductal cells: 5.9;Enteroendocrine cells: 9.3;Granulosa cells: 30.8;NK-cells: 24.9"	"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	4	"Colon Adenocarcinoma (TCGA): 4.1;Pancreatic Adenocarcinoma (TCGA): 1.4;Rectum Adenocarcinoma (TCGA): 2.5;Stomach Adenocarcinoma (TCGA): 2.5"	"Region enhanced"	"Detected in single"		"cerebral cortex: 1.9"	"Immune cell enriched"	"Detected in single"	5	"neutrophil: 2.0"	"Lineage enriched"	"Detected in single"	9	"granulocytes: 2.0"	"Not detected"	"Not detected"			"Minor Salivary Gland - Minor salivary glandular cells, Spleen - Platelets"									"CAB026008, HPA052485"	Enhanced				"Secreted to blood"	Cytokine	NA	NA	7700000	3100000000	"Cluster 4: Neutrophils - Degranulation"	"Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 47: Leukemia - Hemostasis"	"Cluster 57: Platelets - Hemostasis"	22			"CAB026008: , HPA052485: AB_2681847"					"unprognostic (8.32e-2)"	"unprognostic (1.60e-2)"																"unprognostic (4.10e-2)"	"unprognostic (7.17e-2)"		"unprognostic (1.58e-2)"	"unprognostic (8.86e-2)"		"unprognostic (1.87e-1)"			
MCEMP1	"C19orf59, MGC132456"	ENSG00000183019	"Mast cell expressed membrane protein 1"	Q8IX19	19	7677088-7679829	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	10	"bone marrow: 81.0;lung: 85.3;lymphoid tissue: 34.3"	"Cell type enhanced"	"Detected in some"		"Hofbauer cells: 73.0;Kupffer cells: 31.6;Langerhans cells: 20.3;Macrophages: 114.3;monocytes: 29.3"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Lung Adenocarcinoma (TCGA): 8.3"	"Group enriched"	"Detected in some"	5	"cerebral cortex: 6.2;pons: 2.8;thalamus: 2.9"	"Group enriched"	"Detected in many"	5	"classical monocyte: 124.0;neutrophil: 57.5"	"Group enriched"	"Detected in many"	5	"granulocytes: 57.5;monocytes: 124.0"	"Cancer enriched"	"Detected in some"	6	"Leukemia: 17.5"	"Adipose visceral - Neutrophils, Adrenal gland - Neutrophils, Colon - Neutrophils, Heart muscle - Neutrophils, Liver - Neutrophils, Pituitary gland - Neutrophils, Skeletal muscle - Neutrophils, Spleen - Neutrophils, Thyroid gland - Neutrophils"	"Region enhanced"	"Detected in single"		"cerebellum: 1.3"	"Not detected"	"Not detected"			HPA014731	Enhanced		Supported	"Plasma membrane"			NA	NA			"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response"	"Cluster 12: Non-specific - Vasculature"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 58: Macrophages - Innate immune response"	9	"Plasma membrane"		"HPA014731: AB_1845619"					"unprognostic (2.14e-1)"	"unprognostic (1.80e-1)"	"unprognostic (1.01e-3)"									"unprognostic (6.58e-3)"	"unprognostic (1.27e-1)"	"unprognostic (1.75e-5)"	"unprognostic (3.08e-2)"			"unprognostic (1.76e-2)"								"unprognostic (1.63e-2)"	
RTKN2	"bA531F24.1, Em:AC024597.2, FLJ39352, PLEKHK1"	ENSG00000182010	"Rhotekin 2"	Q8IZC4	10	62183035-62268844	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	10	"lung: 75.2"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 106.0;Early spermatids: 496.0;Late spermatids: 166.0"	"Cell type enhanced"	"Detected in many"		"committed oligodendrocyte precursor: 33.3"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in some"	8	"T-reg: 16.7"	"Lineage enriched"	"Detected in single"	73	"T-cells: 16.7"	"Low cancer specificity"	"Detected in all"			"Adipose visceral - T-cells, Adrenal gland - Mitotic cells (Adrenal gland), Lung - Alveolar cells type 1, Pituitary gland - Somatotropes, Testis - Early spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"HPA037946, HPA038446"	Enhanced		Approved	Nucleoplasm,Mitochondria			NA	NA			"Cluster 9: T-regs - Cell cycle regulation"	"Cluster 57: Lung - Lung function"	"Cluster 53: Neurons - Mixed function"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 21: Early spermatids - Spermatogenesis"	2	Nucleoplasm	Mitochondria	"HPA037946: AB_10795398, HPA038446: AB_10796218"	"unprognostic (1.50e-1)"	"unprognostic (2.50e-1)"	"unprognostic (7.94e-2)"	"unprognostic (3.13e-2)"	"unprognostic (1.74e-1)"	"unprognostic (1.27e-1)"	"unprognostic (1.84e-1)"	"unprognostic (6.00e-3)"	"unprognostic (1.44e-1)"							"unprognostic (3.16e-2)"	"unprognostic (6.84e-2)"	"unprognostic (7.74e-2)"	"unprognostic (1.27e-1)"	"unprognostic (1.91e-1)"	"unprognostic (1.59e-1)"	"unprognostic (1.09e-2)"	"unprognostic (3.47e-2)"	"unprognostic (6.82e-3)"	"unprognostic (2.11e-1)"	"unprognostic (2.07e-1)"	"unprognostic (1.02e-1)"	"unprognostic (4.71e-2)"	"unprognostic (1.19e-2)"		"unprognostic (1.77e-1)"
SLC6A4	"5-HTT, HTT, OCD1, SERT1"	ENSG00000108576	"Solute carrier family 6 member 4"	P31645	17	30194319-30236002	"FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted membrane proteins, Transporters"	"Antiport, Neurotransmitter transport, Transport"		"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	10	"intestine: 39.2;lung: 27.9;placenta: 17.8"	"Group enriched"	"Detected in many"	10	"Cytotrophoblasts: 119.5;Proximal enterocytes: 100.4;Syncytiotrophoblasts: 95.7"	"Cell type enhanced"	"Detected in many"		"splatter: 6.2"	"Cancer enhanced"	"Detected in some"		"Breast Invasive Carcinoma (TCGA): 3.8"	"Group enriched"	"Detected in many"	11	"midbrain: 507.8;pons: 183.3"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	4	"colorectal cancer: 2.5;liver cancer: 1.4"	"Pancreas - Alpha cells"	"Region enriched"	"Detected in some"	4	"midbrain: 58.4"	"Group enriched"	"Detected in some"	8	"midbrain: 51.2;pons: 38.2"	"HPA054723, HPA071354, HPA074728"	Supported	Supported	Supported	"Golgi apparatus,Vesicles"			NA	NA				"Cluster 25: Small intestine - Absorption"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 24: Cytotrophoblasts - Mitochondria"	8	"Golgi apparatus, Vesicles"		"HPA054723: , HPA071354: , HPA074728: AB_2686708"		"unprognostic (1.35e-1)"	"unprognostic (1.72e-1)"		"unprognostic (1.81e-1)"	"unprognostic (3.47e-1)"				"unprognostic (6.77e-2)"							"unprognostic (7.90e-4)"								"unprognostic (6.60e-2)"	"unprognostic (3.68e-2)"					
NKX2-1	"BCH, NKX2A, TITF1, TTF-1, TTF1"	ENSG00000136352	"NK2 homeobox 1"	P43699	14	36516392-36521149	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Biological rhythms, Transcription, Transcription regulation"	"Activator, DNA-binding, Repressor"	"Cancer-related genes, Congenital hypothyroidism, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	9	"lung: 54.3;thyroid gland: 175.8"	"Group enriched"	"Detected in some"	11	"Alveolar cells type 1: 206.0;Alveolar cells type 2: 319.7"	"Group enriched"	"Detected in some"	6	"LAMP5-LHX6 and Chandelier: 1.3;mammillary body: 2.2"	"Group enriched"	"Detected in some"	16	"Lung Adenocarcinoma (TCGA): 88.3;Thyroid Carcinoma (TCGA): 169.1"	"Group enriched"	"Detected in many"	5	"cerebral cortex: 13.2;hypothalamus: 38.8"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	7	"lung cancer: 32.3;prostate cancer: 35.1;thyroid cancer: 42.4"	"Lung - Alveolar cells type 2"	"Group enriched"	"Detected in some"	5	"basal ganglia: 3.2;hypothalamus: 10.2"	"Group enriched"	"Detected in some"	13	"basal ganglia: 5.6;hypothalamus: 13.6"	"CAB000078, CAB053633, HPA074316"	Enhanced		Uncertain	"Golgi apparatus,Vesicles"			NA	NA				"Cluster 51: Thyroid gland - Unknown function"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 72: Alveolar cells - Lung function"	14	"Golgi apparatus, Vesicles"		"CAB000078: , CAB053633: AB_442138, HPA074316: "				"unprognostic (4.30e-2)"	"unprognostic (5.46e-1)"											"unprognostic (5.31e-3)"	"unprognostic (3.39e-2)"	"unprognostic (1.24e-3)"	"unprognostic (1.30e-1)"							"unprognostic (3.09e-1)"				"unprognostic (1.09e-1)"	"unprognostic (1.16e-1)"
SCGB1A1	"CC10, CC16, CCSP, UGB"	ENSG00000149021	"Secretoglobin family 1A member 1"	P11684	11	62405103-62423195	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"		"Phospholipase A2 inhibitor"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	9	"lung: 2979.8"	"Group enriched"	"Detected in some"	5	"Club cells: 65464.2;Ionocytes: 25176.2"	"Cell type enhanced"	"Detected in some"		"deep-layer near-projecting: 3.7;midbrain-derived inhibitory: 4.4"	"Group enriched"	"Detected in many"	7	"Lung Adenocarcinoma (TCGA): 765.3;Lung Squamous Cell Carcinoma (TCGA): 305.3"	"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	11	"Esophageal cancer: 174.9;Gallbladder cancer: 111.1;head and neck cancer: 48.1;pancreatic cancer: 75.7"	"Lung - Respiratory ciliated cells, Prostate - Urothelial cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"CAB025686, HPA031828"	Enhanced				"Secreted in other tissues"	"Enzyme inhibitor"	NA	NA		8900000		"Cluster 57: Lung - Lung function"	"Cluster 16: Non-specific - Transcription"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 35: Respiratory epithelial cells - Unknown function"	8			"CAB025686: , HPA031828: AB_2674061"	"unprognostic (5.52e-2)"	"unprognostic (3.09e-2)"	"unprognostic (3.83e-1)"	"unprognostic (1.13e-2)"					"unprognostic (4.86e-2)"					"unprognostic (2.31e-1)"		"unprognostic (6.27e-3)"	"unprognostic (2.66e-3)"	"unprognostic (2.14e-2)"	"unprognostic (3.85e-1)"	"unprognostic (6.14e-2)"	"unprognostic (3.66e-1)"	"unprognostic (3.34e-2)"		"unprognostic (3.29e-3)"				"unprognostic (3.95e-2)"	"unprognostic (1.47e-1)"		"unprognostic (1.23e-1)"
FCN3	"FCNH, HAKA1"	ENSG00000142748	"Ficolin 3"	O75636	1	27369110-27374824	"Disease related genes, Human disease related genes, Plasma proteins, Predicted secreted proteins"	"Complement activation lectin pathway, Immunity, Innate immunity"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	8	"liver: 270.1;lung: 702.7"	"Group enriched"	"Detected in some"	5	"Endothelial cells: 509.8;Fibroblasts: 450.4;Kupffer cells: 220.6"	"Cell type enhanced"	"Detected in single"		"endothelial cell: 2.4"	"Cancer enhanced"	"Detected in many"		"Kidney Renal Clear Cell Carcinoma (TCGA): 33.9"	"Region enriched"	"Detected in all"	8	"choroid plexus: 20.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Liver - Sinusoid Endothelial cells, Testis - Endothelial cells"									CAB025945	Approved				"Secreted to blood"	Immunity	NA	NA	22800000000	8700000000		"Cluster 11: Liver - Plasma proteins"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 41: Adipocytes & Endothelial cells - Mixed function"	2			"CAB025945: "	"unprognostic (2.73e-2)"	"unprognostic (8.74e-2)"	"unprognostic (2.39e-1)"	"unprognostic (3.30e-3)"	"unprognostic (5.15e-2)"		"unprognostic (3.22e-4)"		"unprognostic (2.01e-1)"	"unprognostic (3.32e-3)"	"unprognostic (5.87e-6)"	"unprognostic (6.09e-6)"	"unprognostic (3.05e-2)"	"unprognostic (1.31e-3)"	"unprognostic (1.86e-3)"	"unprognostic (3.21e-2)"	"unprognostic (7.08e-2)"	"unprognostic (1.05e-3)"	"unprognostic (3.04e-1)"	"unprognostic (4.39e-3)"	"unprognostic (1.68e-2)"	"unprognostic (2.28e-2)"			"unprognostic (3.91e-2)"		"unprognostic (9.24e-4)"	"unprognostic (2.51e-3)"	"unprognostic (1.91e-1)"	"unprognostic (3.26e-2)"	"unprognostic (4.95e-2)"
SLC34A2	NAPI-3B	ENSG00000157765	"Solute carrier family 34 member 2"	O95436	4	25648011-25678748	"Cancer-related genes, Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Ion transport, Sodium transport, Symport, Transport"		"Cancer-related genes, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	8	"lung: 729.3"	"Group enriched"	"Detected in many"	4	"Alveolar cells type 1: 672.8;Alveolar cells type 2: 1668.8"	"Cell type enriched"	"Detected in single"	19	"choroid plexus epithelial cell: 8.7"	"Cancer enhanced"	"Detected in many"		"Lung Adenocarcinoma (TCGA): 621.2;Thyroid Carcinoma (TCGA): 820.3"	"Group enriched"	"Detected in many"	6	"cerebellum: 5.4;choroid plexus: 15.6"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Kidney cancer: 53.2;ovarian cancer: 115.1;pancreatic cancer: 54.6;Uterine cancer: 52.8"	"Lung - Alveolar cells type 2, Minor Salivary Gland - Minor salivary glandular cells, Skin - Eccrine sweat gland cells, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"HPA037989, HPA066474"	Enhanced		Supported	"Nucleoplasm,Plasma membrane,Cytosol"			NA	NA				"Cluster 57: Lung - Lung function"	"Cluster 5: Non-specific - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 72: Alveolar cells - Lung function"	1	"Plasma membrane"	"Nucleoplasm, Cytosol"	"HPA037989: AB_10670536, HPA066474: "	"unprognostic (1.01e-2)"	"unprognostic (6.33e-2)"	"unprognostic (1.21e-1)"	"unprognostic (1.64e-3)"			"unprognostic (2.76e-1)"		"unprognostic (1.53e-1)"		"unprognostic (2.28e-3)"	"unprognostic (2.50e-1)"	"unprognostic (1.65e-6)"	"unprognostic (2.81e-2)"	"unprognostic (1.22e-2)"	"unprognostic (1.68e-4)"	"unprognostic (6.89e-2)"	"unprognostic (1.63e-3)"	"unprognostic (6.38e-2)"	"unprognostic (4.53e-3)"	"unprognostic (3.08e-2)"	"unprognostic (3.20e-2)"	"unprognostic (9.47e-2)"	"unprognostic (8.62e-2)"				"unprognostic (1.60e-1)"	"unprognostic (1.21e-1)"	"unprognostic (1.61e-2)"	"unprognostic (1.16e-2)"
SPN	"CD43, GPL115, LEU-22, LSN"	ENSG00000197471	Sialophorin	P16150	16	29662979-29670876	"CD markers, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	8	"bone marrow: 70.9;lung: 27.3;lymphoid tissue: 49.7"	"Cell type enhanced"	"Detected in many"		"dendritic cells: 218.9;Erythroid cells: 123.5;monocytes: 499.5;NK-cells: 248.7;T-cells: 98.0"	"Cell type enhanced"	"Detected in single"		"leukocyte: 1.3"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in all"		"non-classical monocyte: 218.5"	"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Leukemia: 185.3;Myeloma: 49.9"	"Pituitary gland - T-cells, Prostate - T-cells, Skin - Langerhans cells, Spleen - T-cells, Stomach - T-cells, Thyroid gland - T-cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"CAB002666, HPA055244"	Enhanced		Approved	"Plasma membrane"			NA	NA		130000	"Cluster 33: Non-specific - ATP binding"	"Cluster 77: Bone marrow - Cell proliferation"	"Cluster 6: Non-specific - Immune response"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 19: NK-cells - Adaptive immune response"	31	"Plasma membrane"		"CAB002666: , HPA055244: AB_2682756"	"unprognostic (1.25e-2)"	"unprognostic (1.10e-2)"	"unprognostic (2.18e-2)"	"unprognostic (1.32e-1)"	"unprognostic (3.68e-1)"	"unprognostic (6.77e-2)"	"unprognostic (1.40e-1)"		"unprognostic (1.33e-2)"	"unprognostic (2.11e-1)"	"unprognostic (7.84e-4)"	"unprognostic (5.51e-2)"	"unprognostic (8.03e-2)"			"unprognostic (2.02e-3)"	"unprognostic (6.62e-2)"	"unprognostic (7.99e-2)"	"unprognostic (2.16e-1)"	"unprognostic (4.64e-1)"	"unprognostic (4.19e-1)"	"unprognostic (1.03e-1)"	"unprognostic (2.06e-1)"	"unprognostic (1.40e-1)"	"unprognostic (8.46e-2)"	"unprognostic (2.33e-1)"	"unprognostic (1.34e-3)"	"unprognostic (8.57e-3)"	"unprognostic (2.70e-2)"	"unprognostic (8.21e-2)"	"unprognostic (5.78e-2)"
ENSG00000269711		ENSG00000269711	"Novel protein"		19	7678501-7682854	"Predicted intracellular proteins"				"Evidence at transcript level"	"Evidence at transcript level"			"Group enriched"	"Detected in many"	7	"bone marrow: 21.8;intestine: 7.5;lung: 17.8;lymphoid tissue: 11.9"	"Not detected"	"Not detected"							"Cancer enhanced"	"Detected in many"		"Lung Adenocarcinoma (TCGA): 7.8"	"Low region specificity"	"Detected in some"			"Immune cell enhanced"	"Detected in many"		"classical monocyte: 192.8;neutrophil: 82.3"	"Low lineage specificity"	"Detected in many"			"Cancer enriched"	"Detected in single"	5	"Leukemia: 4.8"																	NA	NA			"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response"	"Cluster 32: Cerebral cortex - Mixed function"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 29: Monocytes - Innate immune response"									"unprognostic (5.08e-2)"	"unprognostic (1.13e-1)"	"unprognostic (7.34e-4)"		"unprognostic (8.15e-4)"		"unprognostic (7.16e-2)"	"unprognostic (1.12e-1)"				"unprognostic (5.76e-3)"		"unprognostic (3.71e-3)"				"unprognostic (9.24e-3)"			"unprognostic (4.87e-2)"	"unprognostic (8.25e-2)"		"unprognostic (3.39e-2)"		"unprognostic (1.31e-2)"	
